Daily_cases;Date;Open;High;Low;Close;Adj Close;Volume;Index;Name;Country_Name;Country_Code;WHO_region
27921;18.06.2020;1424.72;1439.74;1412.27;1427.33;1427.33;44290300;RUT;Russell 2000;US;US;AMRO
27921;18.06.2020;1984.02;2010.89;1982.92;1987.24;1987.24;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
27921;18.06.2020;11994.46;12110.2;11984.71;12072.59;12072.59;4429030000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
27921;18.06.2020;9892.48;9959.2;9885.66;9943.05;9943.05;4294740000;IXIC;Nasdaq;US;US;AMRO
27921;18.06.2020;26016.45;26154.2;25848.53;26080.1;26080.1;328390000;DJI;Dow 30;US;US;AMRO
27921;18.06.2020;3101.64;3120;3093.51;3115.34;3115.34;4429030000;GSPC;S&P 500;US;US;AMRO
18514;17.06.2020;33.28;35.17;32.25;33.47;33.47;;VIX;CBOE Volatility Index;US;US;AMRO
18514;17.06.2020;1453.33;1456.76;1424.59;1426.53;1426.53;45493900;RUT;Russell 2000;US;US;AMRO
18514;17.06.2020;2031.86;2031.92;1992.46;1992.46;1992.46;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
18514;17.06.2020;12193.41;12202.58;12068.21;12086.49;12086.49;4549390000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
18514;17.06.2020;9943.31;9991.21;9891.81;9910.53;9910.53;4249680000;IXIC;Nasdaq;US;US;AMRO
18514;17.06.2020;26330.52;26400.07;26068.41;26119.61;26119.61;328830000;DJI;Dow 30;US;US;AMRO
18514;17.06.2020;3136.13;3141.16;3108.03;3113.49;3113.49;4549390000;GSPC;S&P 500;US;US;AMRO
21754;16.06.2020;34.28;37.45;31.73;33.67;33.67;;VIX;CBOE Volatility Index;US;US;AMRO
21754;16.06.2020;1432.35;1473.75;1427.84;1452.26;1452.26;58292400;RUT;Russell 2000;US;US;AMRO
21754;16.06.2020;2048.9;2048.9;1999.14;2025.96;2025.96;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
21754;16.06.2020;12304.14;12318.75;11992.98;12161.47;12161.47;5829240000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
21754;16.06.2020;9949.78;9963.63;9748.38;9895.87;9895.87;4639860000;IXIC;Nasdaq;US;US;AMRO
21754;16.06.2020;26326.68;26611.03;25811.7;26289.98;26289.98;489500000;DJI;Dow 30;US;US;AMRO
21754;16.06.2020;3131;3153.45;3076.06;3124.74;3124.74;5829240000;GSPC;S&P 500;US;US;AMRO
25314;15.06.2020;44.09;44.44;34.28;34.4;34.4;;VIX;CBOE Volatility Index;US;US;AMRO
25314;15.06.2020;1381.41;1425.84;1343.6;1419.61;1419.61;57406600;RUT;Russell 2000;US;US;AMRO
25314;15.06.2020;1921.9;2004.08;1905.79;1999.6;1999.6;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
25314;15.06.2020;11565.82;11997.65;11525.36;11942.91;11942.91;5740660000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
25314;15.06.2020;9426.9;9756.07;9403;9726.02;9726.02;4440650000;IXIC;Nasdaq;US;US;AMRO
25314;15.06.2020;25270.39;25891.58;24843.18;25763.16;25763.16;461230000;DJI;Dow 30;US;US;AMRO
25314;15.06.2020;2993.76;3079.76;2965.66;3066.59;3066.59;5740660000;GSPC;S&P 500;US;US;AMRO
20315;12.06.2020;37.68;44.16;34.97;36.09;36.09;;VIX;CBOE Volatility Index;US;US;AMRO
20315;12.06.2020;1366.96;1412.91;1349.39;1387.68;1387.68;58322500;RUT;Russell 2000;US;US;AMRO
20315;12.06.2020;2013.49;2021.37;1948.98;1976.91;1976.91;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
20315;12.06.2020;11999.48;12030.94;11640.59;11867.17;11867.17;5832250000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
20315;12.06.2020;9715.87;9768.64;9413.62;9588.81;9588.81;4366190000;IXIC;Nasdaq;US;US;AMRO
20315;12.06.2020;25659.42;25965.55;25078.41;25605.54;25605.54;514440000;DJI;Dow 30;US;US;AMRO
20315;12.06.2020;3071.04;3088.42;2984.47;3041.31;3041.31;5832250000;GSPC;S&P 500;US;US;AMRO
17235;11.06.2020;30.45;42.58;29.49;40.79;40.79;;VIX;CBOE Volatility Index;US;US;AMRO
17235;11.06.2020;1458.34;1458.34;1355.32;1356.22;1356.22;70188900;RUT;Russell 2000;US;US;AMRO
17235;11.06.2020;2011.74;2023.97;1944.42;1954.69;1954.69;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
17235;11.06.2020;12090.13;12099.18;11636.01;11659.17;11659.17;7018890000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
17235;11.06.2020;9791.24;9868.08;9491.31;9492.73;9492.73;5271000000;IXIC;Nasdaq;US;US;AMRO
17235;11.06.2020;26282.51;26294.08;25082.72;25128.17;25128.17;647780000;DJI;Dow 30;US;US;AMRO
17235;11.06.2020;3123.53;3123.53;2999.49;3002.1;3002.1;7018890000;GSPC;S&P 500;US;US;AMRO
17536;10.06.2020;26.73;29.01;26.06;27.57;27.57;;VIX;CBOE Volatility Index;US;US;AMRO
17536;10.06.2020;1506.94;1506.94;1465.94;1467.39;1467.39;65708400;RUT;Russell 2000;US;US;AMRO
17536;10.06.2020;2124.33;2129.98;2081.31;2087.39;2087.39;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
17536;10.06.2020;12616.63;12628.91;12431.56;12449.22;12449.22;6570840000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
17536;10.06.2020;10012.32;10086.89;9962.58;10020.35;10020.35;5128400000;IXIC;Nasdaq;US;US;AMRO
17536;10.06.2020;27251.89;27355.22;26938.05;26989.99;26989.99;448930000;DJI;Dow 30;US;US;AMRO
17536;10.06.2020;3213.42;3223.27;3181.49;3190.14;3190.14;6570840000;GSPC;S&P 500;US;US;AMRO
17848;09.06.2020;25.93;27.7;25.71;27.57;27.57;;VIX;CBOE Volatility Index;US;US;AMRO
17848;09.06.2020;1533.03;1533.03;1496.69;1507.05;1507.05;63826200;RUT;Russell 2000;US;US;AMRO
17848;09.06.2020;2124.53;2140.63;2103.7;2131.83;2131.83;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
17848;09.06.2020;12635.6;12682.74;12578.54;12619.52;12619.52;6382620000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
17848;09.06.2020;9867.19;10002.5;9863.27;9953.75;9953.75;5281860000;IXIC;Nasdaq;US;US;AMRO
17848;09.06.2020;27447.37;27447.37;27151.06;27272.3;27272.3;381430000;DJI;Dow 30;US;US;AMRO
17848;09.06.2020;3213.32;3222.71;3193.11;3207.18;3207.18;6382620000;GSPC;S&P 500;US;US;AMRO
28918;08.06.2020;25.56;25.98;24.65;25.81;25.81;;VIX;CBOE Volatility Index;US;US;AMRO
28918;08.06.2020;1510.59;1537.62;1510.59;1536.89;1536.89;84373800;RUT;Russell 2000;US;US;AMRO
28918;08.06.2020;2131.52;2148.41;2113.53;2146.52;2146.52;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
28918;08.06.2020;12734.54;12836.68;12688.55;12836.6;12836.6;8437380000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
28918;08.06.2020;9823.44;9927.13;9780.61;9924.75;9924.75;6143120000;IXIC;Nasdaq;US;US;AMRO
28918;08.06.2020;27232.93;27580.21;27232.48;27572.44;27572.44;430200000;DJI;Dow 30;US;US;AMRO
28918;08.06.2020;3199.92;3233.13;3196;3232.39;3232.39;8437380000;GSPC;S&P 500;US;US;AMRO
14583;05.06.2020;24.79;25.09;23.54;24.52;24.52;;VIX;CBOE Volatility Index;US;US;AMRO
14583;05.06.2020;1460.18;1525.56;1460.18;1507.15;1507.15;86175900;RUT;Russell 2000;US;US;AMRO
14583;05.06.2020;2090.53;2108.75;2080.33;2095.69;2095.69;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
14583;05.06.2020;12640.98;12752.14;12600.7;12641.44;12641.44;8617590000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
14583;05.06.2020;9703.54;9845.69;9685.35;9814.08;9814.08;6572850000;IXIC;Nasdaq;US;US;AMRO
14583;05.06.2020;26836.8;27338.3;26836.8;27110.98;27110.98;542310000;DJI;Dow 30;US;US;AMRO
14583;05.06.2020;3163.84;3211.72;3163.84;3193.93;3193.93;8617590000;GSPC;S&P 500;US;US;AMRO
24890;04.06.2020;26.23;26.43;24.38;25.81;25.81;;VIX;CBOE Volatility Index;US;US;AMRO
24890;04.06.2020;1450.16;1460.09;1439.11;1452.06;1452.06;64281300;RUT;Russell 2000;US;US;AMRO
24890;04.06.2020;2022.35;2034.33;2007.46;2030.58;2030.58;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
24890;04.06.2020;12236.74;12328.51;12202.36;12286.98;12286.98;6428130000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
24890;04.06.2020;9649.65;9716.14;9560.41;9615.81;9615.81;6074320000;IXIC;Nasdaq;US;US;AMRO
24890;04.06.2020;26226.49;26384.1;26082.31;26281.82;26281.82;372190000;DJI;Dow 30;US;US;AMRO
24890;04.06.2020;3111.56;3128.91;3090.41;3112.35;3112.35;6428130000;GSPC;S&P 500;US;US;AMRO
14692;03.06.2020;26.75;26.98;25.04;25.66;25.66;;VIX;CBOE Volatility Index;US;US;AMRO
14692;03.06.2020;1425.37;1463.55;1425.37;1452.09;1452.09;59895600;RUT;Russell 2000;US;US;AMRO
14692;03.06.2020;1997.12;2031.63;1991.56;2025.2;2025.2;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
14692;03.06.2020;12175.06;12329.29;12175.06;12302.19;12302.19;5989560000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
14692;03.06.2020;9651.86;9707.78;9627.17;9682.91;9682.91;4638380000;IXIC;Nasdaq;US;US;AMRO
14692;03.06.2020;25906.88;26337.75;25906.88;26269.89;26269.89;398790000;DJI;Dow 30;US;US;AMRO
14692;03.06.2020;3098.9;3130.94;3098.9;3122.87;3122.87;5989560000;GSPC;S&P 500;US;US;AMRO
26116;02.06.2020;28.4;28.52;26.66;26.84;26.84;;VIX;CBOE Volatility Index;US;US;AMRO
26116;02.06.2020;1409.16;1421.12;1403.69;1418.21;1418.21;51872300;RUT;Russell 2000;US;US;AMRO
26116;02.06.2020;1954.93;1992.06;1954.93;1989.59;1989.59;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
26116;02.06.2020;11900.24;12046.41;11900.24;12046.41;12046.41;5187230000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
26116;02.06.2020;9566.53;9611.22;9472.08;9608.38;9608.38;3962460000;IXIC;Nasdaq;US;US;AMRO
26116;02.06.2020;25582.52;25743.13;25523.74;25742.65;25742.65;352610000;DJI;Dow 30;US;US;AMRO
26116;02.06.2020;3064.78;3081.07;3051.64;3080.82;3080.82;5187230000;GSPC;S&P 500;US;US;AMRO
23482;01.06.2020;28.94;30.6;28.11;28.23;28.23;;VIX;CBOE Volatility Index;US;US;AMRO
23482;01.06.2020;1396.29;1419.94;1395.51;1405.37;1405.37;46734100;RUT;Russell 2000;US;US;AMRO
23482;01.06.2020;1923.69;1956.68;1907.12;1952.22;1952.22;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
23482;01.06.2020;11799.92;11928.8;11781.88;11900.24;11900.24;4673410000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
23482;01.06.2020;9471.42;9571.28;9462.32;9552.05;9552.05;3824770000;IXIC;Nasdaq;US;US;AMRO
23482;01.06.2020;25342.99;25508.83;25220.66;25475.02;25475.02;338310000;DJI;Dow 30;US;US;AMRO
23482;01.06.2020;3038.78;3062.18;3031.54;3055.73;3055.73;4673410000;GSPC;S&P 500;US;US;AMRO
19606;29.05.2020;29.3;30.16;27.29;27.51;27.51;;VIX;CBOE Volatility Index;US;US;AMRO
19606;29.05.2020;1399.05;1399.05;1372.71;1394.04;1394.04;72750800;RUT;Russell 2000;US;US;AMRO
19606;29.05.2020;1932.49;1932.49;1896.69;1921.86;1921.86;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
19606;29.05.2020;11750.97;11817.39;11645.71;11802.95;11802.95;7275080000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
19606;29.05.2020;9382.35;9505.55;9324.73;9489.87;9489.87;423570000;IXIC;Nasdaq;US;US;AMRO
19606;29.05.2020;25324.15;25482.8;25031.67;25383.11;25383.11;527620000;DJI;Dow 30;US;US;AMRO
19606;29.05.2020;3025.17;3049.17;2998.61;3044.31;3044.31;7275080000;GSPC;S&P 500;US;US;AMRO
16362;28.05.2020;27.82;29.89;27.43;28.59;28.59;;VIX;CBOE Volatility Index;US;US;AMRO
16362;28.05.2020;1437.84;1450.37;1396.95;1400.67;1400.67;54026700;RUT;Russell 2000;US;US;AMRO
16362;28.05.2020;1964.41;1968.22;1927.61;1933.86;1933.86;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
16362;28.05.2020;11935.88;11939.74;11783.22;11804.91;11804.91;5402670000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
16362;28.05.2020;9392.99;9523.64;9345.28;9368.99;9368.99;4064220000;IXIC;Nasdaq;US;US;AMRO
16362;28.05.2020;25697.36;25758.79;25358.73;25400.64;25400.64;377800000;DJI;Dow 30;US;US;AMRO
16362;28.05.2020;3046.61;3068.67;3023.4;3029.73;3029.73;5402670000;GSPC;S&P 500;US;US;AMRO
24886;27.05.2020;27.62;30.53;25.92;27.62;27.62;;VIX;CBOE Volatility Index;US;US;AMRO
24886;27.05.2020;1398.5;1438.96;1382.03;1436.36;1436.36;63712300;RUT;Russell 2000;US;US;AMRO
24886;27.05.2020;1959.94;1963.68;1904.45;1963.43;1963.43;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
24886;27.05.2020;11787.56;11837.55;11602.43;11837.53;11837.53;6371230000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
24886;27.05.2020;9346.12;9414.62;9144.28;9412.36;9412.36;4462450000;IXIC;Nasdaq;US;US;AMRO
24886;27.05.2020;25298.63;25551.56;25009.87;25548.27;25548.27;411230000;DJI;Dow 30;US;US;AMRO
24886;27.05.2020;3015.65;3036.25;2969.75;3036.13;3036.13;6371230000;GSPC;S&P 500;US;US;AMRO
15253;26.05.2020;27.72;28.58;27.18;28.01;28.01;;VIX;CBOE Volatility Index;US;US;AMRO
15253;26.05.2020;1361.16;1406.77;1361.16;1393.07;1393.07;58370600;RUT;Russell 2000;US;US;AMRO
15253;26.05.2020;1958.02;1958.42;1938.58;1945.21;1945.21;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
15253;26.05.2020;11636.54;11676.96;11590.31;11603;11603;5837060000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
15253;26.05.2020;9501.21;9501.21;9333.16;9340.22;9340.22;4432310000;IXIC;Nasdaq;US;US;AMRO
15253;26.05.2020;24781.84;25176.42;24781.84;24995.11;24995.11;424380000;DJI;Dow 30;US;US;AMRO
15253;26.05.2020;3004.08;3021.72;2988.17;2991.77;2991.77;5837060000;GSPC;S&P 500;US;US;AMRO
22787;22.05.2020;31.36;31.55;28.03;28.16;28.16;;VIX;CBOE Volatility Index;US;US;AMRO
22787;22.05.2020;1349.4;1355.77;1338.13;1355.53;1355.53;39528000;RUT;Russell 2000;US;US;AMRO
22787;22.05.2020;1914.94;1922.54;1898.82;1922.35;1922.35;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
22787;22.05.2020;11325.08;11333.65;11247.29;11331.97;11331.97;3952800000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
22787;22.05.2020;9278.55;9328.28;9239.41;9324.59;9324.59;3641830000;IXIC;Nasdaq;US;US;AMRO
22787;22.05.2020;24461.98;24481.64;24294.07;24465.16;24465.16;255660000;DJI;Dow 30;US;US;AMRO
22787;22.05.2020;2948.05;2956.76;2933.59;2955.45;2955.45;3952800000;GSPC;S&P 500;US;US;AMRO
23310;21.05.2020;28.97;30.2;27.67;29.53;29.53;;VIX;CBOE Volatility Index;US;US;AMRO
23310;21.05.2020;1345.72;1354.65;1333.99;1347.56;1347.56;49669400;RUT;Russell 2000;US;US;AMRO
23310;21.05.2020;1936.78;1936.78;1894.35;1916.06;1916.06;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
23310;21.05.2020;11393.92;11447.26;11287.43;11351.6;11351.6;4966940000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
23310;21.05.2020;9375.19;9405.25;9254.85;9284.88;9284.88;3725950000;IXIC;Nasdaq;US;US;AMRO
23310;21.05.2020;24564.27;24718.46;24370.88;24474.12;24474.12;346770000;DJI;Dow 30;US;US;AMRO
23310;21.05.2020;2969.95;2978.5;2938.57;2948.51;2948.51;4966940000;GSPC;S&P 500;US;US;AMRO
24417;20.05.2020;29.52;29.83;27.83;27.99;27.99;;VIX;CBOE Volatility Index;US;US;AMRO
24417;20.05.2020;1322.78;1353.38;1322.78;1346.93;1346.93;49929700;RUT;Russell 2000;US;US;AMRO
24417;20.05.2020;1919.06;1947.73;1911.18;1941.6;1941.6;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
24417;20.05.2020;11408.61;11477.33;11384.36;11420.04;11420.04;4992970000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
24417;20.05.2020;9305.62;9392.82;9304.2;9375.78;9375.78;4292470000;IXIC;Nasdaq;US;US;AMRO
24417;20.05.2020;24455.94;24649.48;24455.94;24575.9;24575.9;366510000;DJI;Dow 30;US;US;AMRO
24417;20.05.2020;2953.63;2980.29;2953.63;2971.61;2971.61;4992970000;GSPC;S&P 500;US;US;AMRO
13227;19.05.2020;28.73;30.74;28.37;30.53;30.53;;VIX;CBOE Volatility Index;US;US;AMRO
13227;19.05.2020;1330.27;1339.12;1307.27;1307.72;1307.72;49693300;RUT;Russell 2000;US;US;AMRO
13227;19.05.2020;1902.88;1914.87;1882.4;1884.52;1884.52;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
13227;19.05.2020;11374.23;11409.66;11248.54;11248.97;11248.97;4969330000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
13227;19.05.2020;9227.46;9317.25;9183.25;9185.1;9185.1;4144770000;IXIC;Nasdaq;US;US;AMRO
13227;19.05.2020;24577.48;24599.5;24202.96;24206.86;24206.86;374100000;DJI;Dow 30;US;US;AMRO
13227;19.05.2020;2948.59;2964.21;2922.35;2922.94;2922.94;4969330000;GSPC;S&P 500;US;US;AMRO
31967;18.05.2020;30.71;31.08;28.35;29.3;29.3;;VIX;CBOE Volatility Index;US;US;AMRO
31967;18.05.2020;1290.9;1338.35;1290.9;1333.69;1333.69;63642900;RUT;Russell 2000;US;US;AMRO
31967;18.05.2020;1870.59;1908.97;1870.38;1904.81;1904.81;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
31967;18.05.2020;11282.89;11454.35;11282.89;11402.23;11402.23;6364290000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
31967;18.05.2020;9177.15;9267.22;9154.35;9234.83;9234.83;4318310000;IXIC;Nasdaq;US;US;AMRO
31967;18.05.2020;24059.98;24708.54;24059.98;24597.37;24597.37;484190000;DJI;Dow 30;US;US;AMRO
31967;18.05.2020;2913.86;2968.09;2913.86;2953.91;2953.91;6364290000;GSPC;S&P 500;US;US;AMRO
20840;15.05.2020;32.5;35.13;31.04;31.89;31.89;;VIX;CBOE Volatility Index;US;US;AMRO
20840;15.05.2020;1236.25;1259.28;1225.55;1256.99;1256.99;54770400;RUT;Russell 2000;US;US;AMRO
20840;15.05.2020;1809.67;1832.27;1793.74;1823.13;1823.13;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
20840;15.05.2020;10927.41;10968.17;10817.12;10947.32;10947.32;5477040000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
20840;15.05.2020;8839.99;9018.4;8821.38;9014.56;9014.56;4221500000;IXIC;Nasdaq;US;US;AMRO
20840;15.05.2020;23454.83;23730.08;23354.15;23685.42;23685.42;491510000;DJI;Dow 30;US;US;AMRO
20840;15.05.2020;2829.95;2865.01;2816.78;2863.7;2863.7;5477040000;GSPC;S&P 500;US;US;AMRO
21424;14.05.2020;35.16;39.28;32.33;32.61;32.61;;VIX;CBOE Volatility Index;US;US;AMRO
21424;14.05.2020;1226.66;1237.56;1181.09;1237.55;1237.55;56419200;RUT;Russell 2000;US;US;AMRO
21424;14.05.2020;1762.2;1814.47;1750;1809.67;1809.67;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
21424;14.05.2020;10661.93;10927.85;10551.55;10927.41;10927.41;5641920000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
21424;14.05.2020;8788.04;8945.71;8705.25;8943.72;8943.72;3945080000;IXIC;Nasdaq;US;US;AMRO
21424;14.05.2020;23049.06;23630.86;22789.62;23625.34;23625.34;472700000;DJI;Dow 30;US;US;AMRO
21424;14.05.2020;2794.54;2852.8;2766.64;2852.5;2852.5;5641920000;GSPC;S&P 500;US;US;AMRO
18044;13.05.2020;32.74;37.42;30.77;35.28;35.28;;VIX;CBOE Volatility Index;US;US;AMRO
18044;13.05.2020;1272.9;1272.9;1212.75;1233.25;1233.25;61431300;RUT;Russell 2000;US;US;AMRO
18044;13.05.2020;1873.11;1874.9;1771.7;1791.65;1791.65;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
18044;13.05.2020;11035.23;11038.38;10747.81;10829.44;10829.44;6143130000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
18044;13.05.2020;9006.05;9074.16;8752.68;8863.17;8863.17;4244110000;IXIC;Nasdaq;US;US;AMRO
18044;13.05.2020;23702.16;23708.9;23067.64;23247.97;23247.97;469950000;DJI;Dow 30;US;US;AMRO
18044;13.05.2020;2865.86;2874.14;2793.15;2820;2820;6143130000;GSPC;S&P 500;US;US;AMRO
23767;12.05.2020;28.47;33.04;26;33.04;33.04;;VIX;CBOE Volatility Index;US;US;AMRO
23767;12.05.2020;1322.67;1326.89;1275.54;1275.54;1275.54;51077100;RUT;Russell 2000;US;US;AMRO
23767;12.05.2020;1897.08;1907.19;1863.46;1863.55;1863.55;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
23767;12.05.2020;11332.42;11343.39;11055.58;11055.58;11055.58;5107710000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
23767;12.05.2020;9225.15;9250.96;9000.07;9002.55;9002.55;4315070000;IXIC;Nasdaq;US;US;AMRO
23767;12.05.2020;24292.84;24382.09;23761.58;23764.78;23764.78;359480000;DJI;Dow 30;US;US;AMRO
23767;12.05.2020;2939.5;2945.82;2869.59;2870.12;2870.12;5107710000;GSPC;S&P 500;US;US;AMRO
26642;11.05.2020;28.46;31.46;26.97;27.57;27.57;;VIX;CBOE Volatility Index;US;US;AMRO
26642;11.05.2020;1320.37;1333.85;1303.53;1321.24;1321.24;48073200;RUT;Russell 2000;US;US;AMRO
26642;11.05.2020;1903.44;1909.61;1881.17;1885.92;1885.92;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
26642;11.05.2020;11244.25;11345.43;11205.4;11281.37;11281.37;4807320000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
26642;11.05.2020;9054.91;9241.92;9053.17;9192.34;9192.34;3898690000;IXIC;Nasdaq;US;US;AMRO
26642;11.05.2020;24256.45;24366.21;24070.22;24221.99;24221.99;352400000;DJI;Dow 30;US;US;AMRO
26642;11.05.2020;2915.46;2944.25;2903.44;2930.19;2930.19;4807320000;GSPC;S&P 500;US;US;AMRO
22119;08.05.2020;30.14;30.39;27.89;27.98;27.98;;VIX;CBOE Volatility Index;US;US;AMRO
22119;08.05.2020;30.14;30.39;27.89;27.98;27.98;;VIX;CBOE Volatility Index;US;US;AMRO
22119;08.05.2020;1294.28;1330.11;1294.28;1329.64;1329.64;48571600;RUT;Russell 2000;US;US;AMRO
22119;08.05.2020;1294.28;1330.11;1294.28;1329.64;1329.64;48571600;RUT;Russell 2000;US;US;AMRO
22119;08.05.2020;1901.43;1918.62;1896.06;1916.24;1916.24;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
22119;08.05.2020;1901.43;1918.62;1896.06;1916.24;1916.24;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
22119;08.05.2020;11281.3;11360.11;11237.51;11354.34;11354.34;4857160000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
22119;08.05.2020;11281.3;11360.11;11237.51;11354.34;11354.34;4857160000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
22119;08.05.2020;9056.89;9125.98;9018.21;9121.32;9121.32;3777340000;IXIC;Nasdaq;US;US;AMRO
22119;08.05.2020;9056.89;9125.98;9018.21;9121.32;9121.32;3777340000;IXIC;Nasdaq;US;US;AMRO
22119;08.05.2020;24107.82;24349.9;24107.05;24331.32;24331.32;335760000;DJI;Dow 30;US;US;AMRO
22119;08.05.2020;24107.82;24349.9;24107.05;24331.32;24331.32;335760000;DJI;Dow 30;US;US;AMRO
22119;08.05.2020;2908.83;2932.16;2902.88;2929.8;2929.8;4857160000;GSPC;S&P 500;US;US;AMRO
22119;08.05.2020;2908.83;2932.16;2902.88;2929.8;2929.8;4857160000;GSPC;S&P 500;US;US;AMRO
22267;07.05.2020;32.12;32.28;30.37;31.44;31.44;;VIX;CBOE Volatility Index;US;US;AMRO
22267;07.05.2020;1268.35;1290.92;1268.35;1282.93;1282.93;51646400;RUT;Russell 2000;US;US;AMRO
22267;07.05.2020;1872.08;1890.92;1865.52;1876.74;1876.74;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
22267;07.05.2020;11140.93;11228.25;11109.56;11121.67;11121.67;5164640000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
22267;07.05.2020;8973.78;9015.99;8932.86;8979.66;8979.66;3762070000;IXIC;Nasdaq;US;US;AMRO
22267;07.05.2020;23837.21;24094.62;23834.39;23875.89;23875.89;369890000;DJI;Dow 30;US;US;AMRO
22267;07.05.2020;2878.26;2901.92;2876.48;2881.19;2881.19;5164640000;GSPC;S&P 500;US;US;AMRO
16200;06.05.2020;32.69;35.69;31.68;34.12;34.12;;VIX;CBOE Volatility Index;US;US;AMRO
16200;06.05.2020;1278.9;1284.92;1262.56;1263.01;1263.01;48619200;RUT;Russell 2000;US;US;AMRO
16200;06.05.2020;1866.3;1877.92;1839.06;1840.88;1840.88;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
16200;06.05.2020;11196.87;11204.53;10999.99;10999.99;10999.99;4861920000;NYA;NYSE COMPOSITE (DJ);US;US;AMRO
16200;06.05.2020;8874.7;8933.25;8819.37;8854.39;8854.39;3620030000;IXIC;Nasdaq;US;US;AMRO
16200;06.05.2020;23978.88;24054.59;23661.14;23664.64;23664.64;377450000;DJI;Dow 30;US;US;AMRO
16200;06.05.2020;2883.14;2891.11;2847.65;2848.42;2848.42;4861920000;GSPC;S&P 500;US;US;AMRO
29266;05.05.2020;34.82;36.22;31.95;33.61;33.61;;VIX;CBOE Volatility Index;US;US;AMRO
29266;05.05.2020;1271.22;1302.45;1269.99;1273.51;1273.51;51295900;RUT;Russell 2000;US;US;AMRO
29266;05.05.2020;1880.62;1933.99;1857.76;1863.12;1863.12;;XAX;NYSE AMEX COMPOSITE INDEX;US;US;AMRO
