date,daily_cases,Country
"September 3, 2020",['574'],BE
"September 2, 2020","['565', '565']",BE
"September 1, 2020",['634'],BE
"August 31, 2020","['117', '117']",BE
"August 30, 2020",['195'],BE
"August 29, 2020","['614', '614']",BE
"August 28, 2020",['535'],BE
"August 27, 2020","['526', '526']",BE
"August 26, 2020",['527'],BE
"August 25, 2020","['607', '607']",BE
"August 24, 2020",['115'],BE
"August 23, 2020","['203', '203']",BE
"August 22, 2020",['510'],BE
"August 21, 2020",['581'],BE
"August 20, 2020","['612', '612']",BE
"August 19, 2020",['725'],BE
"August 18, 2020","['707', '707']",BE
"August 17, 2020",['132'],BE
"August 16, 2020","['163', '163']",BE
"August 15, 2020",['587'],BE
"August 14, 2020","['669', '669']",BE
"August 13, 2020",['609'],BE
"August 12, 2020","['718', '718']",BE
"August 11, 2020",['873'],BE
"August 10, 2020","['122', '122']",BE
"August 9, 2020",['304'],BE
"August 8, 2020","['771', '771']",BE
"August 7, 2020",['769'],BE
"August 6, 2020","['767', '767']",BE
"August 5, 2020",['813'],BE
"August 4, 2020","['794', '794']",BE
"August 3, 2020",['148'],BE
"August 2, 2020",['309'],BE
"August 1, 2020","['684', '684']",BE
"July 31, 2020",['635'],BE
"July 30, 2020","['703', '703']",BE
"July 29, 2020",['685'],BE
"July 28, 2020","['595', '595']",BE
"July 27, 2020",['184'],BE
"July 26, 2020","['229', '229']",BE
"July 25, 2020",['496'],BE
"July 24, 2020","['439', '439']",BE
"July 23, 2020",['553'],BE
"July 22, 2020","['145', '145']",BE
"July 21, 2020",['443'],BE
"July 20, 2020","['64', '64']",BE
"July 19, 2020",['130'],BE
"July 18, 2020","['274', '274']",BE
"July 17, 2020",['226'],BE
"July 16, 2020","['260', '260']",BE
"July 15, 2020",['207'],BE
"July 14, 2020",['224'],BE
"July 13, 2020","['43', '43']",BE
"July 12, 2020",['62'],BE
"July 11, 2020","['127', '127']",BE
"July 10, 2020",['124'],BE
"July 9, 2020","['137', '137']",BE
"July 8, 2020",['99'],BE
"July 7, 2020","['112', '112']",BE
"July 6, 2020",['24'],BE
"July 5, 2020","['64', '64']",BE
"July 4, 2020",['94'],BE
"July 3, 2020","['93', '93']",BE
"July 2, 2020",['135'],BE
"July 1, 2020","['100', '100']",BE
"June 30, 2020",['127'],BE
"June 29, 2020","['24', '24']",BE
"June 28, 2020",['41'],BE
"June 27, 2020","['113', '113']",BE
"June 26, 2020",['76'],BE
"June 25, 2020",['100'],BE
"June 24, 2020","['110', '110']",BE
"June 23, 2020",['143'],BE
"June 22, 2020","['20', '20']",BE
"June 21, 2020",['50'],BE
"June 20, 2020","['121', '121']",BE
"June 19, 2020",['108'],BE
"June 18, 2020","['123', '123']",BE
"June 17, 2020",['99'],BE
"June 16, 2020","['147', '147']",BE
"June 15, 2020",['22'],BE
"June 14, 2020","['49', '49']",BE
"June 13, 2020",['89'],BE
"June 12, 2020","['95', '95']",BE
"June 11, 2020",['119'],BE
"June 10, 2020","['145', '145']",BE
"June 9, 2020",['152'],BE
"June 8, 2020","['53', '53']",BE
"June 7, 2020",['69'],BE
"June 6, 2020",['154'],BE
"June 5, 2020","['172', '172']",BE
"June 4, 2020",['159'],BE
"June 3, 2020","['181', '181']",BE
"June 2, 2020",['59'],BE
"June 1, 2020","['49', '49']",BE
"May 31, 2020",['61'],BE
"May 30, 2020","['165', '165']",BE
"May 29, 2020",['171'],BE
"May 28, 2020","['182', '182']",BE
"May 27, 2020",['202'],BE
"May 26, 2020","['314', '314']",BE
"May 25, 2020",['75'],BE
"May 24, 2020","['123', '123']",BE
"May 23, 2020",['248'],BE
"May 22, 2020","['70', '70']",BE
"May 21, 2020",['385'],BE
"May 20, 2020",['292'],BE
"May 19, 2020","['317', '317']",BE
"May 18, 2020",['81'],BE
"May 17, 2020","['147', '147']",BE
"May 16, 2020",['346'],BE
"May 15, 2020","['305', '305']",BE
"May 14, 2020",['321'],BE
"May 13, 2020","['395', '395']",BE
"May 12, 2020",['476'],BE
"May 11, 2020","['118', '118']",BE
"May 10, 2020",['240'],BE
"May 9, 2020","['483', '483']",BE
"May 8, 2020",['442'],BE
"May 7, 2020","['552', '552']",BE
"May 6, 2020",['546'],BE
"May 5, 2020","['670', '670']",BE
"May 4, 2020",['140'],BE
"May 3, 2020","['286', '286']",BE
"May 2, 2020",['237'],BE
"May 1, 2020",['586'],BE
"April 30, 2020","['522', '522']",BE
"April 29, 2020",['569'],BE
"April 28, 2020","['755', '755']",BE
"April 27, 2020",['205'],BE
"April 26, 2020","['388', '388']",BE
"April 25, 2020",['811'],BE
"April 24, 2020","['976', '976']",BE
"April 23, 2020",['777'],BE
"April 22, 2020","['1,270', '1,270']",BE
"April 21, 2020","['1,276']",BE
"April 20, 2020","['443', '443']",BE
"April 19, 2020",['722'],BE
"April 18, 2020","['1,394', '1,394']",BE
"April 17, 2020","['1,674']",BE
"April 16, 2020","['1,633', '1,633']",BE
"April 15, 2020","['1,560']",BE
"April 14, 2020","['537', '537']",BE
"April 13, 2020",['524'],BE
"April 12, 2020","['1,029']",BE
"April 11, 2020","['2,336', '2,336']",BE
"April 10, 2020","['2,239']",BE
"April 9, 2020","['1,598', '1,598']",BE
"April 8, 2020","['1,515']",BE
"April 7, 2020","['1,934', '1,934']",BE
"April 6, 2020",['665'],BE
"April 5, 2020","['922', '922']",BE
"April 4, 2020","['1,694']",BE
"April 3, 2020","['1,478', '1,478']",BE
"April 2, 2020","['1,516']",BE
"April 1, 2020","['1,681', '1,681']",BE
"March 31, 2020","['1,738']",BE
"March 30, 2020","['683', '683']",BE
"March 29, 2020",['844'],BE
"March 28, 2020","['1,518', '1,518']",BE
"March 27, 2020","['1,363']",BE
"March 26, 2020","['1,199', '1,199']",BE
"March 25, 2020","['1,195']",BE
"March 24, 2020","['1,328']",BE
"March 23, 2020","['486', '486']",BE
"March 22, 2020",['469'],BE
"March 21, 2020","['662', '662']",BE
"March 20, 2020",['713'],BE
"March 19, 2020","['534', '534']",BE
"March 18, 2020",['422'],BE
"March 17, 2020","['387', '387']",BE
"March 16, 2020",['214'],BE
"March 15, 2020","['179', '179']",BE
"March 14, 2020",['338'],BE
"March 13, 2020","['250', '250']",BE
"March 12, 2020",['275'],BE
"March 11, 2020","['99', '99']",BE
"March 10, 2020",['94'],BE
"March 9, 2020","['64', '64']",BE
"March 8, 2020",['27'],BE
"March 7, 2020","['110', '110']",BE
"March 6, 2020",['81'],BE
"March 5, 2020",['53'],BE
"March 4, 2020","['34', '34']",BE
"March 3, 2020",['19'],BE
"March 2, 2020","['18', '18']",BE
"March 1, 2020",['0'],BE
"February 29, 2020","['0', '0']",BE
"February 28, 2020",['0'],BE
"February 27, 2020","['0', '0']",BE
"February 26, 2020",['0'],BE
"February 25, 2020","['0', '0']",BE
"February 24, 2020",['0'],BE
"February 23, 2020","['0', '0']",BE
"February 22, 2020",['0'],BE
"February 21, 2020","['0', '0']",BE
"February 20, 2020",['0'],BE
"February 19, 2020","['0', '0']",BE
"February 18, 2020",['0'],BE
"February 17, 2020","['0', '0']",BE
"February 16, 2020",['0'],BE
"February 15, 2020",['0'],BE
"February 14, 2020","['0', '0']",BE
"February 13, 2020",['0'],BE
"February 12, 2020","['0', '0']",BE
"February 11, 2020",['0'],BE
"February 10, 2020","['0', '0']",BE
"February 9, 2020",['0'],BE
"February 8, 2020","['0', '0']",BE
"February 7, 2020",['0'],BE
"February 6, 2020","['0', '0']",BE
"February 5, 2020",['0'],BE
"February 4, 2020","['1', '1']",BE
"February 3, 2020",['0'],BE
"February 2, 2020","['0', '0']",BE
"February 1, 2020",['0'],BE
"January 31, 2020","['0', '0']",BE
"January 30, 2020",['0'],BE
"January 29, 2020","['0', '0']",BE
"January 28, 2020",['0'],BE
"January 27, 2020",['0'],BE
"January 26, 2020","['0', '0']",BE
"January 25, 2020",['0'],BE
"January 24, 2020","['0', '0']",BE
"January 23, 2020",['0'],BE
"January 22, 2020","['0', '0']",BE
"January 21, 2020",['0'],BE
"January 20, 2020","['0', '0']",BE
"January 19, 2020",['0'],BE
"January 18, 2020","['0', '0']",BE
"January 17, 2020",['0'],BE
"January 16, 2020","['0', '0']",BE
"January 15, 2020",['0'],BE
"January 14, 2020","['0', '0']",BE
"January 13, 2020",['0'],BE
"January 12, 2020","['0', '0']",BE
"January 11, 2020",['0'],BE
"January 10, 2020","['0', '0']",BE
"January 9, 2020",['0'],BE
"January 8, 2020",['0'],BE
"January 7, 2020","['0', '0']",BE
"January 6, 2020",['0'],BE
"January 5, 2020","['0', '0']",BE
"January 4, 2020",['0'],BE
"February 18, 2021","['55,271']",BR
"February 17, 2021","['32,197']",BR
"February 16, 2021","['24,759', '24,759']",BR
"February 15, 2021","['44,299']",BR
"February 14, 2021","['51,546', '51,546']",BR
"February 13, 2021","['54,742']",BR
"February 12, 2021","['59,602', '59,602']",BR
"February 11, 2021","['51,486']",BR
"February 10, 2021","['23,439', '23,439']",BR
"February 9, 2021","['26,845']",BR
"February 8, 2021","['50,630', '50,630']",BR
"February 7, 2021","['50,872']",BR
"February 6, 2021","['56,873']",BR
"February 5, 2021","['56,002', '56,002']",BR
"February 4, 2021","['54,096']",BR
"February 3, 2021","['24,591', '24,591']",BR
"February 2, 2021","['27,756']",BR
"February 1, 2021","['58,462', '58,462']",BR
"January 31, 2021","['59,826']",BR
"January 30, 2021","['61,811', '61,811']",BR
"January 29, 2021","['63,520']",BR
"January 28, 2021","['61,963', '61,963']",BR
"January 27, 2021","['26,816']",BR
"January 26, 2021","['28,323', '28,323']",BR
"January 25, 2021","['62,334']",BR
"January 24, 2021","['56,552', '56,552']",BR
"January 23, 2021","['59,119']",BR
"January 22, 2021","['64,385', '64,385']",BR
"January 21, 2021","['62,094']",BR
"January 20, 2021","['23,671', '23,671']",BR
"January 19, 2021","['33,040']",BR
"January 18, 2021","['61,567']",BR
"January 17, 2021","['69,198', '69,198']",BR
"January 16, 2021","['67,758']",BR
"January 15, 2021","['60,899', '60,899']",BR
"January 14, 2021","['64,025']",BR
"January 13, 2021","['25,822', '25,822']",BR
"January 12, 2021","['29,792']",BR
"January 11, 2021","['62,290', '62,290']",BR
"January 10, 2021","['52,035']",BR
"January 9, 2021","['87,843', '87,843']",BR
"January 8, 2021","['63,430']",BR
"January 7, 2021","['56,648', '56,648']",BR
"January 6, 2021","['20,006']",BR
"January 5, 2021","['17,341', '17,341']",BR
"January 4, 2021","['15,827']",BR
"January 3, 2021","['24,605', '24,605']",BR
"January 2, 2021","['56,773']",BR
"January 1, 2021","['55,649', '55,649']",BR
"December 31, 2020","['58,718']",BR
"December 30, 2020","['20,548']",BR
"December 29, 2020","['18,479', '18,479']",BR
"December 28, 2020","['17,246']",BR
"December 27, 2020","['22,967', '22,967']",BR
"December 26, 2020","['60,076']",BR
"December 25, 2020","['46,696', '46,696']",BR
"December 24, 2020","['55,202']",BR
"December 23, 2020","['25,019', '25,019']",BR
"December 22, 2020","['25,445']",BR
"December 21, 2020","['50,177', '50,177']",BR
"December 20, 2020","['52,544']",BR
"December 19, 2020","['69,826', '69,826']",BR
"December 18, 2020","['70,574']",BR
"December 17, 2020","['42,889', '42,889']",BR
"December 16, 2020","['25,193']",BR
"December 15, 2020","['21,825', '21,825']",BR
"December 14, 2020","['43,900']",BR
"December 13, 2020","['54,428', '54,428']",BR
"December 12, 2020","['53,347']",BR
"December 11, 2020","['53,453']",BR
"December 10, 2020","['51,088', '51,088']",BR
"December 9, 2020","['20,371']",BR
"December 8, 2020","['26,363', '26,363']",BR
"December 7, 2020","['43,209']",BR
"December 6, 2020","['46,884', '46,884']",BR
"December 5, 2020","['50,434']",BR
"December 4, 2020","['49,863', '49,863']",BR
"December 3, 2020","['50,909']",BR
"December 2, 2020","['21,138', '21,138']",BR
"December 1, 2020","['24,468']",BR
"November 30, 2020","['51,922', '51,922']",BR
"November 29, 2020","['34,130']",BR
"November 28, 2020","['37,614', '37,614']",BR
"November 27, 2020","['47,898']",BR
"November 26, 2020","['31,100', '31,100']",BR
"November 25, 2020","['16,207']",BR
"November 24, 2020","['18,615', '18,615']",BR
"November 23, 2020","['32,622']",BR
"November 22, 2020","['38,397']",BR
"November 21, 2020","['35,918', '35,918']",BR
"November 20, 2020","['34,091']",BR
"November 19, 2020","['35,294', '35,294']",BR
"November 18, 2020","['13,371']",BR
"November 17, 2020","['14,134', '14,134']",BR
"November 16, 2020","['38,307']",BR
"November 15, 2020","['29,070', '29,070']",BR
"November 14, 2020","['33,207']",BR
"November 13, 2020","['48,331', '48,331']",BR
"November 12, 2020","['25,012']",BR
"November 11, 2020","['10,917', '10,917']",BR
"November 10, 2020","['10,554']",BR
"November 9, 2020","['22,380', '22,380']",BR
"November 8, 2020","['18,862']",BR
"November 7, 2020","['22,294', '22,294']",BR
"November 6, 2020","['23,976']",BR
"November 5, 2020","['11,843']",BR
"November 4, 2020","['8,501', '8,501']",BR
"November 3, 2020","['10,100']",BR
"November 2, 2020","['18,947', '18,947']",BR
"November 1, 2020","['22,282']",BR
"October 31, 2020","['26,106', '26,106']",BR
"October 30, 2020","['28,629']",BR
"October 29, 2020","['29,787', '29,787']",BR
"October 28, 2020","['15,726']",BR
"October 27, 2020","['13,493', '13,493']",BR
"October 26, 2020","['26,979']",BR
"October 25, 2020","['30,026', '30,026']",BR
"October 24, 2020","['24,858']",BR
"October 23, 2020","['24,818', '24,818']",BR
"October 22, 2020","['23,227']",BR
"October 21, 2020","['15,383', '15,383']",BR
"October 20, 2020","['10,982']",BR
"October 19, 2020","['24,062', '24,062']",BR
"October 18, 2020","['30,914']",BR
"October 17, 2020","['28,523']",BR
"October 16, 2020","['27,235', '27,235']",BR
"October 15, 2020","['10,220']",BR
"October 14, 2020","['8,429', '8,429']",BR
"October 13, 2020","['12,342']",BR
"October 12, 2020","['26,749', '26,749']",BR
"October 11, 2020","['27,444']",BR
"October 10, 2020","['27,750', '27,750']",BR
"October 9, 2020","['31,553']",BR
"October 8, 2020","['41,906', '41,906']",BR
"October 7, 2020","['11,946']",BR
"October 6, 2020","['8,456', '8,456']",BR
"October 5, 2020","['26,310']",BR
"October 4, 2020","['33,431', '33,431']",BR
"October 3, 2020","['36,157']",BR
"October 2, 2020","['33,413', '33,413']",BR
"October 1, 2020","['32,058']",BR
"September 30, 2020","['13,155', '13,155']",BR
"September 29, 2020","['14,318']",BR
"September 28, 2020","['28,378']",BR
"September 27, 2020","['31,911', '31,911']",BR
"September 26, 2020","['32,817']",BR
"September 25, 2020","['33,281', '33,281']",BR
"September 24, 2020","['33,536']",BR
"September 23, 2020","['13,439', '13,439']",BR
"September 22, 2020","['16,389']",BR
"September 21, 2020","['33,057', '33,057']",BR
"September 20, 2020","['39,797']",BR
"September 19, 2020","['36,303', '36,303']",BR
"September 18, 2020","['36,820']",BR
"September 17, 2020","['36,653', '36,653']",BR
"September 16, 2020","['15,155']",BR
"September 15, 2020","['14,768', '14,768']",BR
"September 14, 2020","['33,523']",BR
"September 13, 2020","['43,718', '43,718']",BR
"September 12, 2020","['40,557']",BR
"September 11, 2020","['35,816', '35,816']",BR
"September 10, 2020","['14,279']",BR
"September 9, 2020","['10,273']",BR
"September 8, 2020","['14,521', '14,521']",BR
"September 7, 2020","['30,168']",BR
"September 6, 2020","['51,194', '51,194']",BR
"September 5, 2020","['43,773']",BR
"September 4, 2020","['46,934', '46,934']",BR
"September 3, 2020","['42,659']",BR
"September 2, 2020","['45,961', '45,961']",BR
"September 1, 2020","['16,158']",BR
"August 31, 2020","['41,350', '41,350']",BR
"August 30, 2020","['43,412']",BR
"August 29, 2020","['44,235', '44,235']",BR
"August 28, 2020","['47,161']",BR
"August 27, 2020","['47,134', '47,134']",BR
"August 26, 2020","['17,078']",BR
"August 25, 2020","['23,421', '23,421']",BR
"August 24, 2020","['50,032']",BR
"August 23, 2020","['30,355', '30,355']",BR
"August 22, 2020","['45,323']",BR
"August 21, 2020","['49,298']",BR
"August 20, 2020","['47,784', '47,784']",BR
"August 19, 2020","['19,373']",BR
"August 18, 2020","['23,101', '23,101']",BR
"August 17, 2020","['41,576']",BR
"August 16, 2020","['50,644', '50,644']",BR
"August 15, 2020","['60,091']",BR
"August 14, 2020","['55,155', '55,155']",BR
"August 13, 2020","['52,160']",BR
"August 12, 2020","['22,048', '22,048']",BR
"August 11, 2020","['23,010']",BR
"August 10, 2020","['49,970', '49,970']",BR
"August 9, 2020","['50,230']",BR
"August 8, 2020","['53,139', '53,139']",BR
"August 7, 2020","['57,152']",BR
"August 6, 2020","['51,603', '51,603']",BR
"August 5, 2020","['16,641']",BR
"August 4, 2020","['25,800', '25,800']",BR
"August 3, 2020","['45,392']",BR
"August 2, 2020","['52,383']",BR
"August 1, 2020","['57,837', '57,837']",BR
"July 31, 2020","['69,074']",BR
"July 30, 2020","['40,816', '40,816']",BR
"July 29, 2020","['23,284']",BR
"July 28, 2020","['24,578', '24,578']",BR
"July 27, 2020","['51,147']",BR
"July 26, 2020","['55,891', '55,891']",BR
"July 25, 2020","['59,961']",BR
"July 24, 2020","['67,860', '67,860']",BR
"July 23, 2020","['41,008']",BR
"July 22, 2020","['20,257', '20,257']",BR
"July 21, 2020","['23,529']",BR
"July 20, 2020","['28,532', '28,532']",BR
"July 19, 2020","['34,177']",BR
"July 18, 2020","['45,403', '45,403']",BR
"July 17, 2020","['39,924']",BR
"July 16, 2020","['41,857', '41,857']",BR
"July 15, 2020","['20,286']",BR
"July 14, 2020","['24,831']",BR
"July 13, 2020","['39,023', '39,023']",BR
"July 12, 2020","['45,048']",BR
"July 11, 2020","['42,619', '42,619']",BR
"July 10, 2020","['44,571']",BR
"July 9, 2020","['45,305', '45,305']",BR
"July 8, 2020","['20,229']",BR
"July 7, 2020","['26,051', '26,051']",BR
"July 6, 2020","['37,923']",BR
"July 5, 2020","['42,223', '42,223']",BR
"July 4, 2020","['48,105']",BR
"July 3, 2020","['46,712', '46,712']",BR
"July 2, 2020","['33,846']",BR
"July 1, 2020","['24,052', '24,052']",BR
"June 30, 2020","['30,476']",BR
"June 29, 2020","['38,693', '38,693']",BR
"June 28, 2020","['46,860']",BR
"June 27, 2020","['39,483', '39,483']",BR
"June 26, 2020","['42,725']",BR
"June 25, 2020","['39,436']",BR
"June 24, 2020","['21,432', '21,432']",BR
"June 23, 2020","['17,459']",BR
"June 22, 2020","['34,666', '34,666']",BR
"June 21, 2020","['54,771']",BR
"June 20, 2020","['22,765', '22,765']",BR
"June 19, 2020","['32,188']",BR
"June 18, 2020","['34,918', '34,918']",BR
"June 17, 2020","['20,647']",BR
"June 16, 2020","['17,110', '17,110']",BR
"June 15, 2020","['21,704']",BR
"June 14, 2020","['25,982', '25,982']",BR
"June 13, 2020","['30,412']",BR
"June 12, 2020","['32,913', '32,913']",BR
"June 11, 2020","['32,091']",BR
"June 10, 2020","['15,654', '15,654']",BR
"June 9, 2020","['18,912']",BR
"June 8, 2020","['27,075', '27,075']",BR
"June 7, 2020","['30,830']",BR
"June 6, 2020","['30,925']",BR
"June 5, 2020","['28,633', '28,633']",BR
"June 4, 2020","['28,936']",BR
"June 3, 2020","['11,598', '11,598']",BR
"June 2, 2020","['16,409']",BR
"June 1, 2020","['33,274', '33,274']",BR
"May 31, 2020","['26,928']",BR
"May 30, 2020","['26,417', '26,417']",BR
"May 29, 2020","['20,599']",BR
"May 28, 2020","['16,324', '16,324']",BR
"May 27, 2020","['11,687']",BR
"May 26, 2020","['15,813', '15,813']",BR
"May 25, 2020","['16,508']",BR
"May 24, 2020","['20,803', '20,803']",BR
"May 23, 2020","['18,508']",BR
"May 22, 2020","['19,951', '19,951']",BR
"May 21, 2020","['17,408']",BR
"May 20, 2020","['13,140']",BR
"May 19, 2020","['7,938', '7,938']",BR
"May 18, 2020","['14,919']",BR
"May 17, 2020","['15,305', '15,305']",BR
"May 16, 2020","['13,944']",BR
"May 15, 2020","['11,385', '11,385']",BR
"May 14, 2020","['9,258']",BR
"May 13, 2020","['5,632', '5,632']",BR
"May 12, 2020","['6,760']",BR
"May 11, 2020","['10,611', '10,611']",BR
"May 10, 2020","['10,222']",BR
"May 9, 2020","['9,888', '9,888']",BR
"May 8, 2020","['10,503']",BR
"May 7, 2020","['6,935', '6,935']",BR
"May 6, 2020","['6,633']",BR
"May 5, 2020","['4,588', '4,588']",BR
"May 4, 2020","['4,970']",BR
"May 3, 2020","['6,209', '6,209']",BR
"May 2, 2020","['7,218']",BR
"May 1, 2020","['6,276']",BR
"April 30, 2020","['5,385', '5,385']",BR
"April 29, 2020","['4,613']",BR
"April 28, 2020","['3,379', '3,379']",BR
"April 27, 2020","['5,514']",BR
"April 26, 2020","['3,503', '3,503']",BR
"April 25, 2020","['3,735']",BR
"April 24, 2020","['2,678', '2,678']",BR
"April 23, 2020","['2,498']",BR
"April 22, 2020","['1,927', '1,927']",BR
"April 21, 2020","['2,055']",BR
"April 20, 2020","['2,917', '2,917']",BR
"April 19, 2020","['3,257']",BR
"April 18, 2020","['2,105', '2,105']",BR
"April 17, 2020","['3,058']",BR
"April 16, 2020","['1,832', '1,832']",BR
"April 15, 2020","['1,261']",BR
"April 14, 2020","['1,442', '1,442']",BR
"April 13, 2020","['1,089']",BR
"April 12, 2020","['1,781']",BR
"April 11, 2020","['1,930', '1,930']",BR
"April 10, 2020","['2,210']",BR
"April 9, 2020","['1,661', '1,661']",BR
"April 8, 2020",['926'],BR
"April 7, 2020","['852', '852']",BR
"April 6, 2020","['1,222']",BR
"April 5, 2020","['1,146', '1,146']",BR
"April 4, 2020","['1,074']",BR
"April 3, 2020","['1,119', '1,119']",BR
"April 2, 2020","['1,138']",BR
"April 1, 2020","['323', '323']",BR
"March 31, 2020",['352'],BR
"March 30, 2020","['487', '487']",BR
"March 29, 2020",['502'],BR
"March 28, 2020","['482', '482']",BR
"March 27, 2020",['0'],BR
"March 26, 2020","['232', '232']",BR
"March 25, 2020",['0'],BR
"March 24, 2020","['1,297']",BR
"March 23, 2020","['0', '0']",BR
"March 22, 2020",['0'],BR
"March 21, 2020","['283', '283']",BR
"March 20, 2020",['193'],BR
"March 19, 2020","['133', '133']",BR
"March 18, 2020",['57'],BR
"March 17, 2020","['34', '34']",BR
"March 16, 2020",['79'],BR
"March 15, 2020","['0', '0']",BR
"March 14, 2020",['23'],BR
"March 13, 2020","['46', '46']",BR
"March 12, 2020",['18'],BR
"March 11, 2020","['9', '9']",BR
"March 10, 2020",['0'],BR
"March 9, 2020","['6', '6']",BR
"March 8, 2020",['0'],BR
"March 7, 2020","['11', '11']",BR
"March 6, 2020",['1'],BR
"March 5, 2020",['4'],BR
"March 4, 2020","['1', '1']",BR
"March 3, 2020",['0'],BR
"March 2, 2020","['0', '0']",BR
"March 1, 2020",['1'],BR
"February 29, 2020","['0', '0']",BR
"February 28, 2020",['0'],BR
"February 27, 2020","['0', '0']",BR
"February 26, 2020",['5'],BR
"February 25, 2020","['0', '0']",BR
"February 24, 2020",['0'],BR
"February 23, 2020","['0', '0']",BR
"February 22, 2020",['0'],BR
"February 21, 2020","['0', '0']",BR
"February 20, 2020",['0'],BR
"February 19, 2020","['0', '0']",BR
"February 18, 2020",['0'],BR
"February 17, 2020","['0', '0']",BR
"February 16, 2020",['0'],BR
"February 15, 2020",['0'],BR
"February 14, 2020","['0', '0']",BR
"February 13, 2020",['0'],BR
"February 12, 2020","['0', '0']",BR
"February 11, 2020",['0'],BR
"February 10, 2020","['0', '0']",BR
"February 9, 2020",['0'],BR
"February 8, 2020","['0', '0']",BR
"February 7, 2020",['0'],BR
"February 6, 2020","['0', '0']",BR
"February 5, 2020",['0'],BR
"February 4, 2020","['0', '0']",BR
"February 3, 2020",['0'],BR
"February 2, 2020","['0', '0']",BR
"February 1, 2020",['0'],BR
"January 31, 2020","['0', '0']",BR
"January 30, 2020",['0'],BR
"January 29, 2020","['0', '0']",BR
"January 28, 2020",['0'],BR
"January 27, 2020",['0'],BR
"January 26, 2020","['0', '0']",BR
"January 25, 2020",['0'],BR
"January 24, 2020","['0', '0']",BR
"January 23, 2020",['0'],BR
"January 22, 2020","['0', '0']",BR
"January 21, 2020",['0'],BR
"January 20, 2020","['0', '0']",BR
"January 19, 2020",['0'],BR
"January 18, 2020","['0', '0']",BR
"January 17, 2020",['0'],BR
"January 16, 2020","['0', '0']",BR
"January 15, 2020",['0'],BR
"January 14, 2020","['0', '0']",BR
"January 13, 2020",['0'],BR
"January 12, 2020","['0', '0']",BR
"January 11, 2020",['0'],BR
"January 10, 2020","['0', '0']",BR
"January 9, 2020",['0'],BR
"January 8, 2020",['0'],BR
"January 7, 2020","['0', '0']",BR
"January 6, 2020",['0'],BR
"January 5, 2020","['0', '0']",BR
"January 4, 2020",['0'],BR
"February 18, 2021","['4,653']",CA
"February 17, 2021","['1,139']",CA
"February 16, 2021","['2,432', '2,432']",CA
"February 15, 2021","['3,047']",CA
"February 14, 2021","['3,143', '3,143']",CA
"February 13, 2021","['3,181']",CA
"February 12, 2021","['3,185', '3,185']",CA
"February 11, 2021","['2,677']",CA
"February 10, 2021","['3,860', '3,860']",CA
"February 9, 2021","['3,203']",CA
"February 8, 2021","['3,301', '3,301']",CA
"February 7, 2021","['4,022']",CA
"February 6, 2021","['4,083']",CA
"February 5, 2021","['3,234', '3,234']",CA
"February 4, 2021","['2,828']",CA
"February 3, 2021","['4,617', '4,617']",CA
"February 2, 2021","['3,924']",CA
"February 1, 2021","['4,255', '4,255']",CA
"January 31, 2021","['4,690']",CA
"January 30, 2021","['4,877', '4,877']",CA
"January 29, 2021","['4,204']",CA
"January 28, 2021","['4,011', '4,011']",CA
"January 27, 2021","['5,628']",CA
"January 26, 2021","['4,852', '4,852']",CA
"January 25, 2021","['5,124']",CA
"January 24, 2021","['5,957', '5,957']",CA
"January 23, 2021","['5,955']",CA
"January 22, 2021","['5,744', '5,744']",CA
"January 21, 2021","['4,679']",CA
"January 20, 2021","['6,453', '6,453']",CA
"January 19, 2021","['6,436']",CA
"January 18, 2021","['6,476']",CA
"January 17, 2021","['6,816', '6,816']",CA
"January 16, 2021","['7,563']",CA
"January 15, 2021","['6,855', '6,855']",CA
"January 14, 2021","['6,292']",CA
"January 13, 2021","['7,892', '7,892']",CA
"January 12, 2021","['7,816']",CA
"January 11, 2021","['8,125', '8,125']",CA
"January 10, 2021","['9,214']",CA
"January 9, 2021","['8,335', '8,335']",CA
"January 8, 2021","['8,153']",CA
"January 7, 2021","['7,222', '7,222']",CA
"January 6, 2021","['9,761']",CA
"January 5, 2021","['6,578', '6,578']",CA
"January 4, 2021","['6,808']",CA
"January 3, 2021","['6,875', '6,875']",CA
"January 2, 2021","['8,420']",CA
"January 1, 2021","['7,476', '7,476']",CA
"December 31, 2020","['6,442']",CA
"December 30, 2020","['5,790']",CA
"December 29, 2020","['6,774', '6,774']",CA
"December 28, 2020","['9,827']",CA
"December 27, 2020","['1,430', '1,430']",CA
"December 26, 2020","['6,889']",CA
"December 25, 2020","['6,845', '6,845']",CA
"December 24, 2020","['6,195']",CA
"December 23, 2020","['7,519', '7,519']",CA
"December 22, 2020","['6,201']",CA
"December 21, 2020","['6,248', '6,248']",CA
"December 20, 2020","['6,708']",CA
"December 19, 2020","['7,008', '7,008']",CA
"December 18, 2020","['6,416']",CA
"December 17, 2020","['6,352', '6,352']",CA
"December 16, 2020","['8,119']",CA
"December 15, 2020","['5,891', '5,891']",CA
"December 14, 2020","['6,011']",CA
"December 13, 2020","['6,772', '6,772']",CA
"December 12, 2020","['6,739']",CA
"December 11, 2020","['6,295']",CA
"December 10, 2020","['5,981', '5,981']",CA
"December 9, 2020","['7,872']",CA
"December 8, 2020","['6,261', '6,261']",CA
"December 7, 2020","['6,352']",CA
"December 6, 2020","['6,299', '6,299']",CA
"December 5, 2020","['6,495']",CA
