date,daily_cases,Country
"January 24, 2020","['0', '0']",IN
"January 23, 2020",['0'],IN
"January 22, 2020","['0', '0']",IN
"January 21, 2020",['0'],IN
"January 20, 2020","['0', '0']",IN
"January 19, 2020",['0'],IN
"January 18, 2020","['0', '0']",IN
"January 17, 2020",['0'],IN
"January 16, 2020","['0', '0']",IN
"January 15, 2020",['0'],IN
"January 14, 2020","['0', '0']",IN
"January 13, 2020",['0'],IN
"January 12, 2020","['0', '0']",IN
"January 11, 2020",['0'],IN
"January 10, 2020","['0', '0']",IN
"January 9, 2020",['0'],IN
"January 8, 2020",['0'],IN
"January 7, 2020","['0', '0']",IN
"January 6, 2020",['0'],IN
"January 5, 2020","['0', '0']",IN
"January 4, 2020",['0'],IN
"February 18, 2021","['9,687']",ID
"February 17, 2021","['10,029']",ID
"February 16, 2021","['0', '0']",ID
"February 15, 2021","['13,227']",ID
"February 14, 2021","['8,844', '8,844']",ID
"February 13, 2021","['9,869']",ID
"February 12, 2021","['8,435', '8,435']",ID
"February 11, 2021","['8,776']",ID
"February 10, 2021","['8,700', '8,700']",ID
"February 9, 2021","['8,242']",ID
"February 8, 2021","['10,827', '10,827']",ID
"February 7, 2021","['12,156']",ID
"February 6, 2021","['11,749']",ID
"February 5, 2021","['11,434', '11,434']",ID
"February 4, 2021","['11,984']",ID
"February 3, 2021","['10,379', '10,379']",ID
"February 2, 2021","['10,994']",ID
"February 1, 2021","['12,001', '12,001']",ID
"January 31, 2021","['14,518']",ID
"January 30, 2021","['13,802', '13,802']",ID
"January 29, 2021","['13,695']",ID
"January 28, 2021","['11,948', '11,948']",ID
"January 27, 2021","['13,094']",ID
"January 26, 2021","['9,994', '9,994']",ID
"January 25, 2021","['11,788']",ID
"January 24, 2021","['12,191', '12,191']",ID
"January 23, 2021","['13,632']",ID
"January 22, 2021","['11,703', '11,703']",ID
"January 21, 2021","['12,568']",ID
"January 20, 2021","['10,365', '10,365']",ID
"January 19, 2021","['9,086']",ID
"January 18, 2021","['11,287']",ID
"January 17, 2021","['14,224', '14,224']",ID
"January 16, 2021","['12,818']",ID
"January 15, 2021","['11,557', '11,557']",ID
"January 14, 2021","['11,278']",ID
"January 13, 2021","['10,047', '10,047']",ID
"January 12, 2021","['8,692']",ID
"January 11, 2021","['9,640', '9,640']",ID
"January 10, 2021","['10,046']",ID
"January 9, 2021","['10,617', '10,617']",ID
"January 8, 2021","['9,321']",ID
"January 7, 2021","['8,854', '8,854']",ID
"January 6, 2021","['7,445']",ID
"January 5, 2021","['6,753', '6,753']",ID
"January 4, 2021","['6,877']",ID
"January 3, 2021","['7,203', '7,203']",ID
"January 2, 2021","['8,072']",ID
"January 1, 2021","['8,074', '8,074']",ID
"December 31, 2020","['8,002']",ID
"December 30, 2020","['7,903']",ID
"December 29, 2020","['5,854', '5,854']",ID
"December 28, 2020","['6,528']",ID
"December 27, 2020","['6,740', '6,740']",ID
"December 26, 2020","['7,259']",ID
"December 25, 2020","['7,199', '7,199']",ID
"December 24, 2020","['7,514']",ID
"December 23, 2020","['6,347', '6,347']",ID
"December 22, 2020","['6,848']",ID
"December 21, 2020","['6,982', '6,982']",ID
"December 20, 2020","['7,751']",ID
"December 19, 2020","['6,689', '6,689']",ID
"December 18, 2020","['7,354']",ID
"December 17, 2020","['6,725', '6,725']",ID
"December 16, 2020","['6,120']",ID
"December 15, 2020","['5,489', '5,489']",ID
"December 14, 2020","['6,189']",ID
"December 13, 2020","['6,388', '6,388']",ID
"December 12, 2020","['6,310']",ID
"December 11, 2020","['6,033']",ID
"December 10, 2020","['6,058', '6,058']",ID
"December 9, 2020","['5,292']",ID
"December 8, 2020","['5,754', '5,754']",ID
"December 7, 2020","['6,089']",ID
"December 6, 2020","['6,027', '6,027']",ID
"December 5, 2020","['5,803']",ID
"December 4, 2020","['8,369', '8,369']",ID
"December 3, 2020","['5,533']",ID
"December 2, 2020","['5,092', '5,092']",ID
"December 1, 2020","['4,617']",ID
"November 30, 2020","['6,267', '6,267']",ID
"November 29, 2020","['5,418']",ID
"November 28, 2020","['5,828', '5,828']",ID
"November 27, 2020","['4,917']",ID
"November 26, 2020","['5,534', '5,534']",ID
"November 25, 2020","['4,192']",ID
"November 24, 2020","['4,442', '4,442']",ID
"November 23, 2020","['4,360']",ID
"November 22, 2020","['4,998']",ID
"November 21, 2020","['4,792', '4,792']",ID
"November 20, 2020","['4,798']",ID
"November 19, 2020","['4,265', '4,265']",ID
"November 18, 2020","['3,807']",ID
"November 17, 2020","['3,535', '3,535']",ID
"November 16, 2020","['4,106']",ID
"November 15, 2020","['5,272', '5,272']",ID
"November 14, 2020","['5,444']",ID
"November 13, 2020","['4,173', '4,173']",ID
"November 12, 2020","['3,770']",ID
"November 11, 2020","['3,779', '3,779']",ID
"November 10, 2020","['2,853']",ID
"November 9, 2020","['3,880', '3,880']",ID
"November 8, 2020","['4,262']",ID
"November 7, 2020","['0', '0']",ID
"November 6, 2020","['7,843']",ID
"November 5, 2020","['3,356']",ID
"November 4, 2020","['2,973', '2,973']",ID
"November 3, 2020","['2,618']",ID
"November 2, 2020","['2,696', '2,696']",ID
"November 1, 2020","['3,143']",ID
"October 31, 2020","['2,897', '2,897']",ID
"October 30, 2020","['3,565']",ID
"October 29, 2020","['4,029', '4,029']",ID
"October 28, 2020","['3,520']",ID
"October 27, 2020","['3,222', '3,222']",ID
"October 26, 2020","['3,732']",ID
"October 25, 2020","['4,070', '4,070']",ID
"October 24, 2020","['4,369']",ID
"October 23, 2020","['4,432', '4,432']",ID
"October 22, 2020","['4,267']",ID
"October 21, 2020","['3,602', '3,602']",ID
"October 20, 2020","['3,373']",ID
"October 19, 2020","['4,105', '4,105']",ID
"October 18, 2020","['4,301']",ID
"October 17, 2020","['4,301']",ID
"October 16, 2020","['4,411', '4,411']",ID
"October 15, 2020","['4,127']",ID
"October 14, 2020","['3,906', '3,906']",ID
"October 13, 2020","['3,267']",ID
"October 12, 2020","['4,497', '4,497']",ID
"October 11, 2020","['4,294']",ID
"October 10, 2020","['4,094', '4,094']",ID
"October 9, 2020","['4,850']",ID
"October 8, 2020","['4,538', '4,538']",ID
"October 7, 2020","['4,056']",ID
"October 6, 2020","['3,622', '3,622']",ID
"October 5, 2020","['3,992']",ID
"October 4, 2020","['4,007', '4,007']",ID
"October 3, 2020","['4,317']",ID
"October 2, 2020","['4,174', '4,174']",ID
"October 1, 2020","['4,284']",ID
"September 30, 2020","['4,002', '4,002']",ID
"September 29, 2020","['3,509']",ID
"September 28, 2020","['3,874']",ID
"September 27, 2020","['4,494', '4,494']",ID
"September 26, 2020","['4,823']",ID
"September 25, 2020","['4,634', '4,634']",ID
"September 24, 2020","['4,465']",ID
"September 23, 2020","['4,071', '4,071']",ID
"September 22, 2020","['4,176']",ID
"September 21, 2020","['3,989', '3,989']",ID
"September 20, 2020","['4,168']",ID
"September 19, 2020","['3,891', '3,891']",ID
"September 18, 2020","['3,635']",ID
"September 17, 2020","['3,963', '3,963']",ID
"September 16, 2020","['3,507']",ID
"September 15, 2020","['3,141', '3,141']",ID
"September 14, 2020","['3,636']",ID
"September 13, 2020","['3,806', '3,806']",ID
"September 12, 2020","['3,737']",ID
"September 11, 2020","['3,861', '3,861']",ID
"September 10, 2020","['3,307']",ID
"September 9, 2020","['3,046']",ID
"September 8, 2020","['2,880', '2,880']",ID
"September 7, 2020","['3,444']",ID
"September 6, 2020","['3,128', '3,128']",ID
"September 5, 2020","['3,269']",ID
"September 4, 2020","['3,622', '3,622']",ID
"September 3, 2020","['3,075']",ID
"September 2, 2020","['2,775', '2,775']",ID
"September 1, 2020","['2,743']",ID
"August 31, 2020","['2,858', '2,858']",ID
"August 30, 2020","['3,308']",ID
"August 29, 2020","['3,003', '3,003']",ID
"August 28, 2020","['2,719']",ID
"August 27, 2020","['2,306', '2,306']",ID
"August 26, 2020","['2,447']",ID
"August 25, 2020","['0', '0']",ID
"August 24, 2020","['3,914']",ID
"August 23, 2020","['2,090', '2,090']",ID
"August 22, 2020","['2,197']",ID
"August 21, 2020","['2,266']",ID
"August 20, 2020","['1,902', '1,902']",ID
"August 19, 2020","['1,673']",ID
"August 18, 2020","['1,821', '1,821']",ID
"August 17, 2020","['2,081']",ID
"August 16, 2020","['2,345', '2,345']",ID
"August 15, 2020","['2,307']",ID
"August 14, 2020","['2,098', '2,098']",ID
"August 13, 2020","['1,942']",ID
"August 12, 2020","['1,693', '1,693']",ID
"August 11, 2020","['1,687']",ID
"August 10, 2020","['1,893', '1,893']",ID
"August 9, 2020","['2,277']",ID
"August 8, 2020","['2,473', '2,473']",ID
"August 7, 2020","['1,882']",ID
"August 6, 2020","['1,815', '1,815']",ID
"August 5, 2020","['1,922']",ID
"August 4, 2020","['1,679', '1,679']",ID
"August 3, 2020","['1,519']",ID
"August 2, 2020","['1,560']",ID
"August 1, 2020","['2,040', '2,040']",ID
"July 31, 2020","['1,904']",ID
"July 30, 2020","['2,381', '2,381']",ID
"July 29, 2020","['1,748']",ID
"July 28, 2020","['1,525', '1,525']",ID
"July 27, 2020","['1,492']",ID
"July 26, 2020","['1,868', '1,868']",ID
"July 25, 2020","['1,761']",ID
"July 24, 2020","['1,906', '1,906']",ID
"July 23, 2020","['1,882']",ID
"July 22, 2020","['1,655', '1,655']",ID
"July 21, 2020","['1,693']",ID
"July 20, 2020","['1,639', '1,639']",ID
"July 19, 2020","['1,752']",ID
"July 18, 2020","['1,462', '1,462']",ID
"July 17, 2020","['1,574']",ID
"July 16, 2020","['1,522', '1,522']",ID
"July 15, 2020","['1,591']",ID
"July 14, 2020","['1,282']",ID
"July 13, 2020","['1,681', '1,681']",ID
"July 12, 2020","['1,671']",ID
"July 11, 2020","['1,611', '1,611']",ID
"July 10, 2020","['2,657']",ID
"July 9, 2020","['1,853', '1,853']",ID
"July 8, 2020","['1,268']",ID
"July 7, 2020","['1,209', '1,209']",ID
"July 6, 2020","['1,607']",ID
"July 5, 2020","['1,447', '1,447']",ID
"July 4, 2020","['1,301']",ID
"July 3, 2020","['1,624', '1,624']",ID
"July 2, 2020","['1,385']",ID
"July 1, 2020","['1,293', '1,293']",ID
"June 30, 2020","['1,082']",ID
"June 29, 2020","['1,198', '1,198']",ID
"June 28, 2020","['1,385']",ID
"June 27, 2020","['1,240', '1,240']",ID
"June 26, 2020","['1,178']",ID
"June 25, 2020","['1,113']",ID
"June 24, 2020","['1,051', '1,051']",ID
"June 23, 2020",['954'],ID
"June 22, 2020","['862', '862']",ID
"June 21, 2020","['1,226']",ID
"June 20, 2020","['1,041', '1,041']",ID
"June 19, 2020","['1,331']",ID
"June 18, 2020","['1,031', '1,031']",ID
"June 17, 2020","['1,106']",ID
"June 16, 2020","['1,017', '1,017']",ID
"June 15, 2020",['857'],ID
"June 14, 2020","['1,014', '1,014']",ID
"June 13, 2020","['1,111']",ID
"June 12, 2020","['979', '979']",ID
"June 11, 2020","['1,240']",ID
"June 10, 2020","['1,043', '1,043']",ID
"June 9, 2020",['847'],ID
"June 8, 2020","['672', '672']",ID
"June 7, 2020",['993'],ID
"June 6, 2020",['703'],ID
"June 5, 2020","['585', '585']",ID
"June 4, 2020",['684'],ID
"June 3, 2020","['609', '609']",ID
"June 2, 2020",['467'],ID
"June 1, 2020","['0', '0']",ID
"May 31, 2020",['700'],ID
"May 30, 2020","['557', '557']",ID
"May 29, 2020",['678'],ID
"May 28, 2020","['687', '687']",ID
"May 27, 2020",['686'],ID
"May 26, 2020","['415', '415']",ID
"May 25, 2020",['479'],ID
"May 24, 2020","['526', '526']",ID
"May 23, 2020",['949'],ID
"May 22, 2020","['634', '634']",ID
"May 21, 2020",['973'],ID
"May 20, 2020",['693'],ID
"May 19, 2020","['486', '486']",ID
"May 18, 2020",['496'],ID
"May 17, 2020","['489', '489']",ID
"May 16, 2020",['529'],ID
"May 15, 2020","['490', '490']",ID
"May 14, 2020",['568'],ID
"May 13, 2020","['689', '689']",ID
"May 12, 2020",['484'],ID
"May 11, 2020","['233', '233']",ID
"May 10, 2020",['387'],ID
"May 9, 2020","['533', '533']",ID
"May 8, 2020",['336'],ID
"May 7, 2020","['338', '338']",ID
"May 6, 2020",['367'],ID
"May 5, 2020","['484', '484']",ID
"May 4, 2020",['395'],ID
"May 3, 2020","['349', '349']",ID
"May 2, 2020",['292'],ID
"May 1, 2020",['433'],ID
"April 30, 2020","['347', '347']",ID
"April 29, 2020",['260'],ID
"April 28, 2020","['415', '415']",ID
"April 27, 2020",['214'],ID
"April 26, 2020","['275', '275']",ID
"April 25, 2020",['396'],ID
"April 24, 2020","['436', '436']",ID
"April 23, 2020",['357'],ID
"April 22, 2020","['283', '283']",ID
"April 21, 2020",['375'],ID
"April 20, 2020","['185', '185']",ID
"April 19, 2020",['327'],ID
"April 18, 2020","['325', '325']",ID
"April 17, 2020",['407'],ID
"April 16, 2020","['380', '380']",ID
"April 15, 2020",['297'],ID
"April 14, 2020","['282', '282']",ID
"April 13, 2020",['316'],ID
"April 12, 2020",['399'],ID
"April 11, 2020","['330', '330']",ID
"April 10, 2020",['219'],ID
"April 9, 2020","['337', '337']",ID
"April 8, 2020",['218'],ID
"April 7, 2020","['247', '247']",ID
"April 6, 2020",['218'],ID
"April 5, 2020","['181', '181']",ID
"April 4, 2020",['106'],ID
"April 3, 2020","['196', '196']",ID
"April 2, 2020",['113'],ID
"April 1, 2020","['149', '149']",ID
"March 31, 2020",['114'],ID
"March 30, 2020","['129', '129']",ID
"March 29, 2020",['239'],ID
"March 28, 2020","['0', '0']",ID
"March 27, 2020",['153'],ID
"March 26, 2020","['103', '103']",ID
"March 25, 2020",['211'],ID
"March 24, 2020",['0'],ID
"March 23, 2020","['65', '65']",ID
"March 22, 2020",['64'],ID
"March 21, 2020","['81', '81']",ID
"March 20, 2020",['60'],ID
"March 19, 2020","['78', '78']",ID
"March 18, 2020",['55'],ID
"March 17, 2020","['0', '0']",ID
"March 16, 2020",['55'],ID
"March 15, 2020","['48', '48']",ID
"March 14, 2020",['0'],ID
"March 13, 2020","['35', '35']",ID
"March 12, 2020",['7'],ID
"March 11, 2020","['8', '8']",ID
"March 10, 2020",['13'],ID
"March 9, 2020","['0', '0']",ID
"March 8, 2020",['2'],ID
"March 7, 2020","['0', '0']",ID
"March 6, 2020",['2'],ID
"March 5, 2020",['0'],ID
"March 4, 2020","['0', '0']",ID
"March 3, 2020",['0'],ID
"March 2, 2020","['6', '6']",ID
"March 1, 2020",['0'],ID
"February 29, 2020","['0', '0']",ID
"February 28, 2020",['0'],ID
"February 27, 2020","['0', '0']",ID
"February 26, 2020",['0'],ID
"February 25, 2020","['0', '0']",ID
"February 24, 2020",['0'],ID
"February 23, 2020","['0', '0']",ID
"February 22, 2020",['0'],ID
"February 21, 2020","['0', '0']",ID
"February 20, 2020",['0'],ID
"February 19, 2020","['0', '0']",ID
"February 18, 2020",['0'],ID
"February 17, 2020","['0', '0']",ID
"February 16, 2020",['0'],ID
"February 15, 2020",['0'],ID
"February 14, 2020","['0', '0']",ID
"February 13, 2020",['0'],ID
"February 12, 2020","['0', '0']",ID
"February 11, 2020",['0'],ID
"February 10, 2020","['0', '0']",ID
"February 9, 2020",['0'],ID
"February 8, 2020","['0', '0']",ID
"February 7, 2020",['0'],ID
"February 6, 2020","['0', '0']",ID
"February 5, 2020",['0'],ID
"February 4, 2020","['0', '0']",ID
"February 3, 2020",['0'],ID
"February 2, 2020","['0', '0']",ID
"February 1, 2020",['0'],ID
"January 31, 2020","['0', '0']",ID
"January 30, 2020",['0'],ID
"January 29, 2020","['0', '0']",ID
"January 28, 2020",['0'],ID
"January 27, 2020",['0'],ID
"January 26, 2020","['0', '0']",ID
"January 25, 2020",['0'],ID
"January 24, 2020","['0', '0']",ID
"January 23, 2020",['0'],ID
"January 22, 2020","['0', '0']",ID
"January 21, 2020",['0'],ID
"January 20, 2020","['0', '0']",ID
"January 19, 2020",['0'],ID
"January 18, 2020","['0', '0']",ID
"January 17, 2020",['0'],ID
"January 16, 2020","['0', '0']",ID
"January 15, 2020",['0'],ID
"January 14, 2020","['0', '0']",ID
"January 13, 2020",['0'],ID
"January 12, 2020","['0', '0']",ID
"January 11, 2020",['0'],ID
"January 10, 2020","['0', '0']",ID
"January 9, 2020",['0'],ID
"January 8, 2020",['0'],ID
"January 7, 2020","['0', '0']",ID
"January 6, 2020",['0'],ID
"January 5, 2020","['0', '0']",ID
"January 4, 2020",['0'],ID
"February 18, 2021",['0'],IL
"February 17, 2021","['5,191']",IL
"February 16, 2021","['3,451', '3,451']",IL
"February 15, 2021","['2,002']",IL
"February 14, 2021","['4,597', '4,597']",IL
"February 13, 2021","['4,950']",IL
"February 12, 2021","['5,754', '5,754']",IL
"February 11, 2021","['6,075']",IL
"February 10, 2021","['7,906', '7,906']",IL
"February 9, 2021","['4,573']",IL
"February 8, 2021","['2,645', '2,645']",IL
"February 7, 2021","['6,578']",IL
"February 6, 2021","['7,186']",IL
"February 5, 2021","['7,458', '7,458']",IL
"February 4, 2021","['8,024']",IL
"February 3, 2021","['8,902', '8,902']",IL
"February 2, 2021","['5,227']",IL
"February 1, 2021","['2,617', '2,617']",IL
"January 31, 2021","['6,750']",IL
"January 30, 2021","['7,183', '7,183']",IL
"January 29, 2021","['7,725']",IL
"January 28, 2021","['7,796', '7,796']",IL
"January 27, 2021","['8,726']",IL
"January 26, 2021","['4,945', '4,945']",IL
"January 25, 2021","['2,448']",IL
"January 24, 2021","['7,387', '7,387']",IL
"January 23, 2021","['7,269']",IL
"January 22, 2021","['8,361', '8,361']",IL
"January 21, 2021","['8,622']",IL
"January 20, 2021","['10,114', '10,114']",IL
"January 19, 2021","['5,648']",IL
"January 18, 2021","['5,088']",IL
"January 17, 2021","['8,428', '8,428']",IL
"January 16, 2021","['9,295']",IL
"January 15, 2021","['9,471', '9,471']",IL
"January 14, 2021","['9,295']",IL
"January 13, 2021","['9,712', '9,712']",IL
"January 12, 2021","['6,937']",IL
"January 11, 2021","['5,157', '5,157']",IL
"January 10, 2021","['8,160']",IL
"January 9, 2021","['7,644', '7,644']",IL
"January 8, 2021","['7,878']",IL
"January 7, 2021","['8,236', '8,236']",IL
"January 6, 2021","['8,405']",IL
"January 5, 2021","['5,230', '5,230']",IL
"January 4, 2021","['4,218']",IL
"January 3, 2021","['6,022', '6,022']",IL
"January 2, 2021","['5,875']",IL
"January 1, 2021","['5,868', '5,868']",IL
"December 31, 2020","['5,638']",IL
"December 30, 2020","['5,519']",IL
"December 29, 2020","['3,528', '3,528']",IL
"December 28, 2020","['2,659']",IL
"December 27, 2020","['4,010', '4,010']",IL
"December 26, 2020","['4,052']",IL
"December 25, 2020","['4,035', '4,035']",IL
"December 24, 2020","['4,375']",IL
"December 23, 2020","['3,849', '3,849']",IL
"December 22, 2020","['3,093']",IL
"December 21, 2020","['1,887', '1,887']",IL
"December 20, 2020","['2,792']",IL
"December 19, 2020","['2,846', '2,846']",IL
"December 18, 2020","['2,852']",IL
"December 17, 2020","['2,891', '2,891']",IL
"December 16, 2020","['2,315']",IL
"December 15, 2020","['1,729', '1,729']",IL
"December 14, 2020","['1,296']",IL
"December 13, 2020","['1,835', '1,835']",IL
"December 12, 2020","['2,005']",IL
"December 11, 2020","['1,866']",IL
"December 10, 2020","['1,768', '1,768']",IL
"December 9, 2020","['1,859']",IL
"December 8, 2020","['1,362', '1,362']",IL
"December 7, 2020","['1,000']",IL
"December 6, 2020","['1,514', '1,514']",IL
"December 5, 2020","['1,451']",IL
"December 4, 2020","['1,588', '1,588']",IL
"December 3, 2020","['1,199']",IL
"December 2, 2020","['1,253', '1,253']",IL
"December 1, 2020","['1,024']",IL
"November 30, 2020","['582', '582']",IL
"November 29, 2020","['1,031']",IL
"November 28, 2020","['1,087', '1,087']",IL
"November 27, 2020","['1,079']",IL
"November 26, 2020","['857', '857']",IL
"November 25, 2020",['959'],IL
"November 24, 2020","['762', '762']",IL
"November 23, 2020",['422'],IL
"November 22, 2020",['773'],IL
"November 21, 2020","['771', '771']",IL
"November 20, 2020",['795'],IL
"November 19, 2020","['829', '829']",IL
"November 18, 2020",['873'],IL
"November 17, 2020","['625', '625']",IL
"November 16, 2020",['291'],IL
"November 15, 2020","['761', '761']",IL
"November 14, 2020",['836'],IL
"November 13, 2020","['764', '764']",IL
"November 12, 2020",['675'],IL
"November 11, 2020","['719', '719']",IL
"November 10, 2020",['534'],IL
"November 9, 2020","['212', '212']",IL
"November 8, 2020",['691'],IL
"November 7, 2020","['570', '570']",IL
"November 6, 2020",['769'],IL
"November 5, 2020",['845'],IL
"November 4, 2020","['788', '788']",IL
"November 3, 2020",['658'],IL
"November 2, 2020","['228', '228']",IL
"November 1, 2020",['680'],IL
"October 31, 2020","['644', '644']",IL
"October 30, 2020",['723'],IL
"October 29, 2020","['887', '887']",IL
"October 28, 2020",['884'],IL
"October 27, 2020","['607', '607']",IL
"October 26, 2020",['246'],IL
"October 25, 2020","['849', '849']",IL
"October 24, 2020","['1,032']",IL
"October 23, 2020","['1,172', '1,172']",IL
"October 22, 2020","['1,193']",IL
"October 21, 2020","['1,517', '1,517']",IL
"October 20, 2020",['923'],IL
"October 19, 2020","['412', '412']",IL
"October 18, 2020","['1,500']",IL
"October 17, 2020","['1,612']",IL
"October 16, 2020","['2,118', '2,118']",IL
"October 15, 2020","['2,336']",IL
"October 14, 2020","['3,169', '3,169']",IL
"October 13, 2020","['1,646']",IL
"October 12, 2020","['916', '916']",IL
"October 11, 2020","['2,963']",IL
"October 10, 2020","['3,755', '3,755']",IL
"October 9, 2020","['4,164']",IL
"October 8, 2020","['4,724', '4,724']",IL
"October 7, 2020","['5,721']",IL
"October 6, 2020","['2,938', '2,938']",IL
"October 5, 2020","['2,595']",IL
"October 4, 2020","['7,059', '7,059']",IL
"October 3, 2020","['7,731']",IL
"October 2, 2020","['9,078', '9,078']",IL
"October 1, 2020","['4,992']",IL
"September 30, 2020","['1,159', '1,159']",IL
"September 29, 2020","['3,413']",IL
"September 28, 2020","['5,882']",IL
"September 27, 2020","['8,389', '8,389']",IL
"September 26, 2020","['8,234']",IL
"September 25, 2020","['7,125', '7,125']",IL
"September 24, 2020","['7,021']",IL
"September 23, 2020","['3,865', '3,865']",IL
"September 22, 2020","['2,579']",IL
"September 21, 2020","['3,809', '3,809']",IL
"September 20, 2020","['5,340']",IL
"September 19, 2020","['5,385', '5,385']",IL
"September 18, 2020","['4,574']",IL
"September 17, 2020","['5,539', '5,539']",IL
"September 16, 2020","['4,805']",IL
"September 15, 2020","['3,175', '3,175']",IL
"September 14, 2020","['2,718']",IL
"September 13, 2020","['3,975', '3,975']",IL
"September 12, 2020","['4,161']",IL
"September 11, 2020","['3,994', '3,994']",IL
"September 10, 2020","['3,489']",IL
"September 9, 2020","['3,388']",IL
"September 8, 2020","['2,177', '2,177']",IL
"September 7, 2020","['1,505']",IL
"September 6, 2020","['2,623', '2,623']",IL
"September 5, 2020","['2,661']",IL
"September 4, 2020","['3,193', '3,193']",IL
"September 3, 2020","['2,252']",IL
"September 2, 2020","['2,178', '2,178']",IL
"September 1, 2020","['1,101']",IL
"August 31, 2020","['910', '910']",IL
"August 30, 2020","['1,832']",IL
"August 29, 2020","['2,071', '2,071']",IL
"August 28, 2020","['1,953']",IL
"August 27, 2020","['1,956', '1,956']",IL
"August 26, 2020","['1,900']",IL
"August 25, 2020","['965', '965']",IL
"August 24, 2020",['711'],IL
"August 23, 2020","['1,493', '1,493']",IL
"August 22, 2020","['1,487']",IL
"August 21, 2020","['1,640']",IL
"August 20, 2020","['1,649', '1,649']",IL
"August 19, 2020","['1,650']",IL
"August 18, 2020","['1,068', '1,068']",IL
"August 17, 2020",['757'],IL
"August 16, 2020","['1,388', '1,388']",IL
"August 15, 2020","['1,643']",IL
"August 14, 2020","['1,622', '1,622']",IL
"August 13, 2020","['1,823']",IL
"August 12, 2020","['1,704', '1,704']",IL
"August 11, 2020",['924'],IL
"August 10, 2020","['754', '754']",IL
"August 9, 2020","['1,764']",IL
"August 8, 2020","['1,677', '1,677']",IL
"August 7, 2020","['1,690']",IL
"August 6, 2020","['1,729', '1,729']",IL
"August 5, 2020","['1,800']",IL
"August 4, 2020","['708', '708']",IL
"August 3, 2020",['625'],IL
"August 2, 2020","['1,362']",IL
"August 1, 2020","['1,787', '1,787']",IL
"July 31, 2020","['1,954']",IL
"July 30, 2020","['2,125', '2,125']",IL
"July 29, 2020","['2,048']",IL
"July 28, 2020","['1,042', '1,042']",IL
"July 27, 2020","['1,112']",IL
"July 26, 2020","['1,830', '1,830']",IL
"July 25, 2020","['1,989']",IL
"July 24, 2020","['2,044', '2,044']",IL
"July 23, 2020","['2,006']",IL
"July 22, 2020","['1,887', '1,887']",IL
"July 21, 2020","['1,016']",IL
"July 20, 2020","['1,448', '1,448']",IL
"July 19, 2020","['1,605']",IL
"July 18, 2020","['1,937', '1,937']",IL
"July 17, 2020","['1,877']",IL
"July 16, 2020","['1,603', '1,603']",IL
"July 15, 2020","['1,720']",IL
"July 14, 2020","['1,239']",IL
"July 13, 2020","['1,168', '1,168']",IL
"July 12, 2020","['1,409']",IL
"July 11, 2020","['1,525', '1,525']",IL
"July 10, 2020","['1,327']",IL
"July 9, 2020","['1,390', '1,390']",IL
"July 8, 2020","['1,134']",IL
"July 7, 2020","['831', '831']",IL
"July 6, 2020",['821'],IL
"July 5, 2020","['939', '939']",IL
"July 4, 2020","['1,148']",IL
"July 3, 2020","['972', '972']",IL
"July 2, 2020",['786'],IL
"July 1, 2020","['757', '757']",IL
"June 30, 2020",['385'],IL
"June 29, 2020","['398', '398']",IL
"June 28, 2020",['464'],IL
"June 27, 2020","['516', '516']",IL
"June 26, 2020",['487'],IL
"June 25, 2020",['452'],IL
"June 24, 2020","['345', '345']",IL
"June 23, 2020",['173'],IL
"June 22, 2020","['160', '160']",IL
"June 21, 2020",['310'],IL
"June 20, 2020","['302', '302']",IL
"June 19, 2020",['271'],IL
"June 18, 2020","['300', '300']",IL
"June 17, 2020",['198'],IL
"June 16, 2020","['136', '136']",IL
"June 15, 2020",['149'],IL
"June 14, 2020","['184', '184']",IL
"June 13, 2020",['191'],IL
"June 12, 2020","['240', '240']",IL
"June 11, 2020",['173'],IL
"June 10, 2020","['179', '179']",IL
"June 9, 2020",['140'],IL
"June 8, 2020","['78', '78']",IL
"June 7, 2020",['127'],IL
"June 6, 2020",['142'],IL
"June 5, 2020","['97', '97']",IL
"June 4, 2020",['121'],IL
"June 3, 2020","['100', '100']",IL
"June 2, 2020",['87'],IL
"June 1, 2020","['29', '29']",IL
"May 31, 2020",['113'],IL
"May 30, 2020","['77', '77']",IL
"May 29, 2020",['40'],IL
"May 28, 2020","['50', '50']",IL
"May 27, 2020",['22'],IL
"May 26, 2020","['13', '13']",IL
"May 25, 2020",['5'],IL
"May 24, 2020","['19', '19']",IL
"May 23, 2020",['17'],IL
"May 22, 2020","['15', '15']",IL
"May 21, 2020",['22'],IL
"May 20, 2020",['27'],IL
"May 19, 2020","['15', '15']",IL
"May 18, 2020",['5'],IL
"May 17, 2020","['12', '12']",IL
"May 16, 2020",['22'],IL
"May 15, 2020","['39', '39']",IL
"May 14, 2020",['23'],IL
"May 13, 2020","['39', '39']",IL
"May 12, 2020",['29'],IL
"May 11, 2020","['19', '19']",IL
"May 10, 2020",['33'],IL
"May 9, 2020","['61', '61']",IL
"May 8, 2020",['65'],IL
"May 7, 2020","['32', '32']",IL
"May 6, 2020",['53'],IL
"May 5, 2020","['27', '27']",IL
"May 4, 2020",['57'],IL
"May 3, 2020","['116', '116']",IL
"May 2, 2020",['142'],IL
"May 1, 2020",['82'],IL
"April 30, 2020","['159', '159']",IL
"April 29, 2020",['128'],IL
"April 28, 2020","['83', '83']",IL
"April 27, 2020",['159'],IL
