Date,Open,High,Low,Close*,Adj Close**,Volume,Index
"Jul 08, 2020",613.45,613.45,613.45,613.45,613.45,-,^BUK100P
"Jul 07, 2020",626.25,626.25,615.68,617.13,617.13,-,^BUK100P
"Jul 06, 2020",626.25,626.25,626.25,626.25,626.25,-,^BUK100P
"Jul 03, 2020",621.91,624.07,611.72,612.39,612.39,-,^BUK100P
"Jul 02, 2020",621.89,621.89,621.89,621.89,621.89,-,^BUK100P
"Jul 01, 2020",614.06,614.06,614.06,614.06,614.06,-,^BUK100P
"Jun 30, 2020","10,457.59","10,457.59","10,457.59","10,457.59","10,457.59",-,^BUK100P
"Jun 29, 2020","10,550.56","10,550.56","10,550.56","10,550.56","10,550.56",-,^BUK100P
"Jun 26, 2020","10,417.11","10,585.95","10,412.65","10,440.04","10,440.04",-,^BUK100P
"Jun 25, 2020","10,417.11","10,417.11","10,417.11","10,417.11","10,417.11",-,^BUK100P
"Jun 24, 2020","10,371.44","10,371.44","10,371.44","10,371.44","10,371.44",-,^BUK100P
"Jun 23, 2020","10,700.37","10,700.37","10,700.37","10,700.37","10,700.37",-,^BUK100P
"Jun 22, 2020","10,564.56","10,564.56","10,564.56","10,564.56","10,564.56",-,^BUK100P
"Jun 19, 2020","10,520.04","10,692.87","10,520.04","10,642.58","10,642.58",-,^BUK100P
"Jun 18, 2020","10,520.04","10,520.04","10,520.04","10,520.04","10,520.04",-,^BUK100P
"Jun 17, 2020","10,583.30","10,583.30","10,583.30","10,583.30","10,583.30",-,^BUK100P
"Jun 16, 2020","10,567.82","10,567.82","10,567.82","10,567.82","10,567.82",-,^BUK100P
"Jun 15, 2020","10,263.12","10,263.12","10,263.12","10,263.12","10,263.12",-,^BUK100P
"Jun 12, 2020","10,314.08","10,469.31","10,146.35","10,315.31","10,315.31",-,^BUK100P
"Jun 11, 2020","10,314.08","10,314.08","10,314.08","10,314.08","10,314.08",-,^BUK100P
"Jun 10, 2020","10,714.65","10,714.65","10,714.65","10,714.65","10,714.65",-,^BUK100P
"Jun 09, 2020","10,966.40","10,967.97","10,702.14","10,727.83","10,727.83",-,^BUK100P
"Jun 08, 2020","10,966.40","10,966.40","10,966.40","10,966.40","10,966.40",-,^BUK100P
"Jun 05, 2020","10,722.67","10,979.84","10,722.67","10,977.45","10,977.45",-,^BUK100P
"Jun 04, 2020","10,722.67","10,722.67","10,722.67","10,722.67","10,722.67",-,^BUK100P
"Jun 03, 2020","10,797.14","10,797.14","10,797.14","10,797.14","10,797.14",-,^BUK100P
"Jun 02, 2020","10,519.50","10,519.50","10,519.50","10,519.50","10,519.50",-,^BUK100P
"May 29, 2020","10,530.23","10,531.33","10,245.67","10,246.80","10,246.80",-,^BUK100P
"May 28, 2020","10,530.23","10,530.23","10,530.23","10,530.23","10,530.23",-,^BUK100P
"May 27, 2020","10,376.59","10,376.59","10,376.59","10,376.59","10,376.59",-,^BUK100P
"May 26, 2020","10,259.54","10,259.54","10,259.54","10,259.54","10,259.54",-,^BUK100P
"May 25, 2020","10,134.86","10,134.86","10,134.86","10,134.86","10,134.86",-,^BUK100P
"May 22, 2020","10,172.65","10,172.65","9,953.67","10,134.86","10,134.86",-,^BUK100P
"May 21, 2020","10,172.65","10,172.65","10,172.65","10,172.65","10,172.65",-,^BUK100P
"May 20, 2020","10,265.43","10,265.43","10,265.43","10,265.43","10,265.43",-,^BUK100P
"May 19, 2020","10,153.01","10,153.01","10,153.01","10,153.01","10,153.01",-,^BUK100P
"May 18, 2020","10,224.63","10,224.63","10,224.63","10,224.63","10,224.63",-,^BUK100P
"May 15, 2020","9,695.70","9,867.41","9,695.70","9,806.08","9,806.08",-,^BUK100P
"May 14, 2020","9,695.70","9,695.70","9,695.70","9,695.70","9,695.70",-,^BUK100P
"May 13, 2020","9,973.72","9,973.72","9,973.72","9,973.72","9,973.72",-,^BUK100P
"May 12, 2020","10,150.86","10,150.86","10,150.86","10,150.86","10,150.86",-,^BUK100P
"May 11, 2020","10,026.62","10,026.62","10,026.62","10,026.62","10,026.62",-,^BUK100P
"May 08, 2020","10,041.66","10,041.66","10,041.66","10,041.66","10,041.66",-,^BUK100P
"May 07, 2020","10,041.66","10,041.66","10,041.66","10,041.66","10,041.66",-,^BUK100P
"May 06, 2020","9,898.13","9,898.13","9,898.13","9,898.13","9,898.13",-,^BUK100P
"May 05, 2020","9,904.24","9,904.24","9,904.24","9,904.24","9,904.24",-,^BUK100P
"May 04, 2020","9,735.45","9,735.45","9,735.45","9,735.45","9,735.45",-,^BUK100P
"Apr 30, 2020","9,984.68","9,984.68","9,984.68","9,984.68","9,984.68",-,^BUK100P
"Apr 29, 2020","10,365.77","10,365.77","10,365.77","10,365.77","10,365.77",-,^BUK100P
"Apr 28, 2020","10,075.00","10,075.00","10,075.00","10,075.00","10,075.00",-,^BUK100P
"Apr 27, 2020","9,862.61","9,862.61","9,862.61","9,862.61","9,862.61",-,^BUK100P
"Apr 24, 2020","9,851.28","9,851.28","9,700.59","9,732.30","9,732.30",-,^BUK100P
"Apr 23, 2020","9,851.28","9,851.28","9,851.28","9,851.28","9,851.28",-,^BUK100P
"Apr 22, 2020","9,760.86","9,760.86","9,760.86","9,760.86","9,760.86",-,^BUK100P
"Apr 21, 2020","9,815.75","9,815.75","9,549.42","9,554.19","9,554.19",-,^BUK100P
"Apr 20, 2020","9,815.75","9,815.75","9,815.75","9,815.75","9,815.75",-,^BUK100P
"Apr 17, 2020","9,546.30","9,878.25","9,546.30","9,752.35","9,752.35",-,^BUK100P
"Apr 16, 2020","9,546.30","9,546.30","9,546.30","9,546.30","9,546.30",-,^BUK100P
"Apr 15, 2020","9,469.96","9,469.96","9,469.96","9,469.96","9,469.96",-,^BUK100P
"Apr 14, 2020","9,803.17","9,803.17","9,803.17","9,803.17","9,803.17",-,^BUK100P
"Apr 09, 2020","9,883.25","9,883.25","9,883.25","9,883.25","9,883.25",-,^BUK100P
"Apr 08, 2020","9,585.81","9,585.81","9,585.81","9,585.81","9,585.81",-,^BUK100P
"Apr 07, 2020","9,653.29","9,653.29","9,653.29","9,653.29","9,653.29",-,^BUK100P
"Apr 06, 2020","9,461.34","9,461.34","9,461.34","9,461.34","9,461.34",-,^BUK100P
"Apr 03, 2020","9,266.60","9,275.04","9,144.98","9,159.62","9,159.62",-,^BUK100P
"Apr 02, 2020","9,266.60","9,266.60","9,266.60","9,266.60","9,266.60",-,^BUK100P
"Apr 01, 2020","9,200.32","9,200.32","9,200.32","9,200.32","9,200.32",-,^BUK100P
"Mar 31, 2020","9,598.37","9,598.37","9,598.37","9,598.37","9,598.37",-,^BUK100P
"Mar 30, 2020","9,422.93","9,422.93","9,422.93","9,422.93","9,422.93",-,^BUK100P
"Mar 27, 2020","9,789.18","9,789.18","9,169.60","9,322.14","9,322.14",-,^BUK100P
"Mar 26, 2020","9,789.18","9,789.18","9,789.18","9,789.18","9,789.18",-,^BUK100P
"Mar 25, 2020","9,552.39","9,552.39","9,552.39","9,552.39","9,552.39",-,^BUK100P
"Mar 24, 2020","9,094.44","9,094.44","9,094.44","9,094.44","9,094.44",-,^BUK100P
"Mar 23, 2020","8,418.28","8,418.28","8,418.28","8,418.28","8,418.28",-,^BUK100P
"Mar 20, 2020","8,764.85","9,177.02","8,729.03","8,734.53","8,734.53",-,^BUK100P
"Mar 19, 2020","8,764.85","8,764.85","8,764.85","8,764.85","8,764.85",-,^BUK100P
"Mar 18, 2020","8,630.88","8,630.88","8,630.88","8,630.88","8,630.88",-,^BUK100P
"Mar 17, 2020","8,934.67","8,934.67","8,934.67","8,934.67","8,934.67",-,^BUK100P
"Mar 16, 2020","8,664.86","8,664.86","8,664.86","8,664.86","8,664.86",-,^BUK100P
"Mar 13, 2020","8,969.78","9,640.13","8,928.20","9,016.78","9,016.78",-,^BUK100P
"Mar 12, 2020","8,969.78","8,969.78","8,969.78","8,969.78","8,969.78",-,^BUK100P
"Mar 11, 2020","9,930.10","9,930.10","9,930.10","9,930.10","9,930.10",-,^BUK100P
"Mar 10, 2020","10,130.28","10,130.28","10,130.28","10,130.28","10,130.28",-,^BUK100P
"Mar 09, 2020","10,153.08","10,153.08","10,153.08","10,153.08","10,153.08",-,^BUK100P
"Mar 06, 2020","11,370.15","11,370.15","10,896.27","10,961.75","10,961.75",-,^BUK100P
"Mar 05, 2020","11,370.15","11,370.15","11,370.15","11,370.15","11,370.15",-,^BUK100P
"Mar 04, 2020","11,522.59","11,522.59","11,522.59","11,522.59","11,522.59",-,^BUK100P
"Mar 03, 2020","11,351.81","11,351.81","11,351.81","11,351.81","11,351.81",-,^BUK100P
"Mar 02, 2020","11,271.23","11,271.23","11,271.23","11,271.23","11,271.23",-,^BUK100P
"Feb 28, 2020","11,516.62","11,516.62","10,944.22","11,114.94","11,114.94",-,^BUK100P
"Feb 27, 2020","11,925.58","11,925.96","11,401.06","11,516.62","11,516.62",-,^BUK100P
"Feb 26, 2020","11,925.58","11,925.58","11,925.58","11,925.58","11,925.58",-,^BUK100P
"Feb 25, 2020","11,889.44","11,889.44","11,889.44","11,889.44","11,889.44",-,^BUK100P
"Feb 24, 2020","12,107.10","12,107.10","12,107.10","12,107.10","12,107.10",-,^BUK100P
"Feb 21, 2020","12,611.61","12,612.17","12,484.48","12,527.39","12,527.39",-,^BUK100P
"Feb 20, 2020","12,611.61","12,611.61","12,611.61","12,611.61","12,611.61",-,^BUK100P
"Feb 19, 2020","12,489.49","12,637.89","12,489.49","12,627.76","12,627.76",-,^BUK100P
"Feb 18, 2020","12,592.13","12,592.13","12,456.56","12,484.96","12,484.96",-,^BUK100P
"Feb 17, 2020","12,544.38","12,614.95","12,544.38","12,592.13","12,592.13",-,^BUK100P
"Feb 14, 2020","12,595.55","12,652.42","12,538.92","12,544.38","12,544.38",-,^BUK100P
"Feb 13, 2020","12,757.36","12,757.36","12,540.79","12,595.55","12,595.55",-,^BUK100P
"Feb 12, 2020","12,717.02","12,776.90","12,700.37","12,757.05","12,757.05",-,^BUK100P
"Feb 11, 2020","12,613.29","12,748.67","12,613.29","12,717.98","12,717.98",-,^BUK100P
"Feb 10, 2020","12,647.51","12,647.51","12,582.53","12,613.29","12,613.29",-,^BUK100P
"Feb 07, 2020","12,719.62","12,719.62","12,604.92","12,647.51","12,647.51",-,^BUK100P
"Feb 06, 2020","12,677.62","12,758.65","12,677.62","12,719.62","12,719.62",-,^BUK100P
"Feb 05, 2020","12,603.43","12,722.06","12,551.53","12,677.62","12,677.62",-,^BUK100P
"Feb 04, 2020","12,428.62","12,608.50","12,428.62","12,603.43","12,603.43",-,^BUK100P
"Feb 03, 2020","12,339.20","12,473.18","12,338.74","12,428.62","12,428.62",-,^BUK100P
"Jan 31, 2020","12,505.65","12,527.57","12,330.89","12,339.20","12,339.20",-,^BUK100P
"Jan 30, 2020","12,691.31","12,691.31","12,470.08","12,505.65","12,505.65",-,^BUK100P
"Jan 29, 2020","12,680.37","12,732.92","12,645.60","12,691.31","12,691.31",-,^BUK100P
"Jan 28, 2020","12,558.99","12,694.58","12,558.99","12,680.37","12,680.37",-,^BUK100P
"Jan 27, 2020","12,862.46","12,862.46","12,530.95","12,558.99","12,558.99",-,^BUK100P
"Jan 24, 2020","12,716.87","12,950.24","12,713.31","12,862.46","12,862.46",-,^BUK100P
"Jan 23, 2020","12,816.95","12,822.34","12,714.29","12,716.87","12,716.87",-,^BUK100P
"Jan 22, 2020","12,891.08","12,939.43","12,816.95","12,816.95","12,816.95",-,^BUK100P
"Jan 21, 2020","12,960.97","12,963.39","12,793.78","12,891.08","12,891.08",-,^BUK100P
"Jan 20, 2020","13,004.81","13,020.38","12,944.78","12,960.97","12,960.97",-,^BUK100P
"Jan 17, 2020","12,887.25","13,029.66","12,887.25","13,004.81","13,004.81",-,^BUK100P
"Jan 16, 2020","12,944.32","12,966.92","12,869.54","12,885.76","12,885.76",-,^BUK100P
"Jan 15, 2020","12,923.22","12,946.77","12,893.33","12,944.32","12,944.32",-,^BUK100P
"Jan 14, 2020","12,892.63","12,959.68","12,857.63","12,923.22","12,923.22",-,^BUK100P
"Jan 13, 2020","12,865.71","12,935.33","12,846.18","12,892.63","12,892.63",-,^BUK100P
"Jan 10, 2020","12,870.75","12,927.08","12,850.83","12,865.71","12,865.71",-,^BUK100P
"Jan 09, 2020","12,823.94","12,921.94","12,823.94","12,870.75","12,870.75",-,^BUK100P
"Jan 08, 2020","12,825.55","12,841.11","12,749.37","12,824.19","12,824.19",-,^BUK100P
"Jan 07, 2020","12,821.01","12,882.99","12,812.11","12,827.81","12,827.81",-,^BUK100P
"Jan 06, 2020","12,895.01","12,895.01","12,756.80","12,821.01","12,821.01",-,^BUK100P
"Jan 03, 2020","12,887.84","12,920.39","12,795.43","12,895.01","12,895.01",-,^BUK100P
"Jan 02, 2020","12,801.90","12,916.59","12,790.37","12,887.84","12,887.84",-,^BUK100P
"Nov 24, 2020","1,819.52","1,862.17","1,819.52","1,853.53","1,853.53","6,267,570,000",^RUT
"Nov 23, 2020","1,787.24","1,827.60","1,787.24","1,818.30","1,818.30","5,036,290,000",^RUT
"Nov 20, 2020","1,782.15","1,787.39","1,771.13","1,785.34","1,785.34","4,218,970,000",^RUT
"Nov 19, 2020","1,769.25","1,784.64","1,764.20","1,784.13","1,784.13","4,347,200,000",^RUT
"Nov 18, 2020","1,792.76","1,805.20","1,769.32","1,769.32","1,769.32","5,274,450,000",^RUT
"Nov 17, 2020","1,783.09","1,795.89","1,755.34","1,791.91","1,791.91","4,799,570,000",^RUT
"Nov 16, 2020","1,747.02","1,785.34","1,747.02","1,785.34","1,785.34","5,281,980,000",^RUT
"Nov 13, 2020","1,710.05","1,749.36","1,710.05","1,744.04","1,744.04","4,709,670,000",^RUT
"Nov 12, 2020","1,735.99","1,735.99","1,696.65","1,708.47","1,708.47","4,890,120,000",^RUT
"Nov 11, 2020","1,738.88","1,746.31","1,722.22","1,736.94","1,736.94","4,609,970,000",^RUT
"Nov 10, 2020","1,706.45","1,741.83","1,706.45","1,737.01","1,737.01","6,024,230,000",^RUT
"Nov 09, 2020","1,652.11","1,745.69","1,652.11","1,705.04","1,705.04","8,556,610,000",^RUT
"Nov 06, 2020","1,660.78","1,667.15","1,648.26","1,648.26","1,648.26","4,833,950,000",^RUT
"Nov 05, 2020","1,616.65","1,664.12","1,616.65","1,660.05","1,660.05","4,841,190,000",^RUT
"Nov 04, 2020","1,612.98","1,631.31","1,598.56","1,615.08","1,615.08","4,783,040,000",^RUT
"Nov 03, 2020","1,571.95","1,620.77","1,571.95","1,614.30","1,614.30","4,220,070,000",^RUT
"Nov 02, 2020","1,540.86","1,568.59","1,540.86","1,568.59","1,568.59","4,310,590,000",^RUT
"Oct 30, 2020","1,559.69","1,559.69","1,526.22","1,538.48","1,538.48","4,840,450,000",^RUT
"Oct 29, 2020","1,543.06","1,566.39","1,532.23","1,561.58","1,561.58","4,903,070,000",^RUT
"Oct 28, 2020","1,586.77","1,586.77","1,542.54","1,543.28","1,543.28","5,129,860,000",^RUT
"Oct 27, 2020","1,605.68","1,609.53","1,590.71","1,590.71","1,590.71","3,946,990,000",^RUT
"Oct 26, 2020","1,635.22","1,635.22","1,586.89","1,605.21","1,605.21","3,988,080,000",^RUT
"Oct 23, 2020","1,634.06","1,641.48","1,626.32","1,640.50","1,640.50","3,646,570,000",^RUT
"Oct 22, 2020","1,604.95","1,631.97","1,603.96","1,630.25","1,630.25","4,163,630,000",^RUT
"Oct 21, 2020","1,618.34","1,621.88","1,603.77","1,603.78","1,603.78","4,097,750,000",^RUT
"Oct 20, 2020","1,620.57","1,632.76","1,615.99","1,617.71","1,617.71","3,901,260,000",^RUT
"Oct 19, 2020","1,636.84","1,647.05","1,612.22","1,613.63","1,613.63","4,086,200,000",^RUT
"Oct 16, 2020","1,638.48","1,646.25","1,633.80","1,633.81","1,633.81","4,675,890,000",^RUT
"Oct 15, 2020","1,618.88","1,641.00","1,598.49","1,638.88","1,638.88","3,717,640,000",^RUT
"Oct 14, 2020","1,637.97","1,647.99","1,621.56","1,621.65","1,621.65","3,840,630,000",^RUT
"Oct 13, 2020","1,647.57","1,647.57","1,631.60","1,636.85","1,636.85","3,605,150,000",^RUT
"Oct 12, 2020","1,642.46","1,652.05","1,637.35","1,649.05","1,649.05","3,428,970,000",^RUT
"Oct 09, 2020","1,630.71","1,645.04","1,630.71","1,637.55","1,637.55","3,939,060,000",^RUT
"Oct 08, 2020","1,615.27","1,630.33","1,615.27","1,628.55","1,628.55","3,856,190,000",^RUT
"Oct 07, 2020","1,581.12","1,614.61","1,581.12","1,611.04","1,611.04","3,807,830,000",^RUT
"Oct 06, 2020","1,584.49","1,619.21","1,577.29","1,577.29","1,577.29","4,443,380,000",^RUT
"Oct 05, 2020","1,541.20","1,582.66","1,541.20","1,581.96","1,581.96","3,686,920,000",^RUT
"Oct 02, 2020","1,527.59","1,544.50","1,498.11","1,539.30","1,539.30","3,961,550,000",^RUT
"Oct 01, 2020","1,508.60","1,531.92","1,508.60","1,531.20","1,531.20","4,070,530,000",^RUT
"Sep 30, 2020","1,504.84","1,528.01","1,498.29","1,507.69","1,507.69","4,722,530,000",^RUT
"Sep 29, 2020","1,510.20","1,512.22","1,492.52","1,504.73","1,504.73","3,651,880,000",^RUT
"Sep 28, 2020","1,477.43","1,514.33","1,477.43","1,510.34","1,510.34","3,946,060,000",^RUT
"Sep 25, 2020","1,450.98","1,478.95","1,445.70","1,474.91","1,474.91","3,792,220,000",^RUT
"Sep 24, 2020","1,450.84","1,474.02","1,432.57","1,451.82","1,451.82","4,599,470,000",^RUT
"Sep 23, 2020","1,496.97","1,503.98","1,451.41","1,451.46","1,451.46","4,364,500,000",^RUT
"Sep 22, 2020","1,486.05","1,497.81","1,474.49","1,496.96","1,496.96","3,963,300,000",^RUT
"Sep 21, 2020","1,533.92","1,533.92","1,470.44","1,485.25","1,485.25","4,828,350,000",^RUT
"Sep 18, 2020","1,544.34","1,556.38","1,519.76","1,536.78","1,536.78","7,068,700,000",^RUT
"Sep 17, 2020","1,550.14","1,550.14","1,526.55","1,542.60","1,542.60","4,371,940,000",^RUT
"Sep 16, 2020","1,539.27","1,572.06","1,539.27","1,552.33","1,552.33","4,710,030,000",^RUT
"Sep 15, 2020","1,538.54","1,551.02","1,535.64","1,538.15","1,538.15","4,051,460,000",^RUT
"Sep 14, 2020","1,499.38","1,538.50","1,499.38","1,536.97","1,536.97","3,832,130,000",^RUT
"Sep 11, 2020","1,508.80","1,515.97","1,484.95","1,497.27","1,497.27","3,704,450,000",^RUT
"Sep 10, 2020","1,526.87","1,543.43","1,507.73","1,507.75","1,507.75","4,192,250,000",^RUT
"Sep 09, 2020","1,505.09","1,532.91","1,505.09","1,526.48","1,526.48","3,920,830,000",^RUT
"Sep 08, 2020","1,534.37","1,534.37","1,499.83","1,504.59","1,504.59","4,665,600,000",^RUT
"Sep 04, 2020","1,546.64","1,563.38","1,501.52","1,535.30","1,535.30","4,431,440,000",^RUT
"Sep 03, 2020","1,592.47","1,592.47","1,538.53","1,544.68","1,544.68","4,898,680,000",^RUT
"Sep 02, 2020","1,578.78","1,595.04","1,567.43","1,592.29","1,592.29","4,285,190,000",^RUT
"Sep 01, 2020","1,561.10","1,578.58","1,554.19","1,578.58","1,578.58","4,083,110,000",^RUT
"Aug 31, 2020","1,577.55","1,577.55","1,561.88","1,561.88","1,561.88","4,342,290,000",^RUT
"Aug 28, 2020","1,570.46","1,578.34","1,567.13","1,578.34","1,578.34","3,855,880,000",^RUT
"Aug 27, 2020","1,561.36","1,573.38","1,555.27","1,564.56","1,564.56","3,929,560,000",^RUT
"Aug 26, 2020","1,570.72","1,572.57","1,559.73","1,560.19","1,560.19","3,754,360,000",^RUT
"Aug 25, 2020","1,572.65","1,574.24","1,556.78","1,571.21","1,571.21","3,619,300,000",^RUT
"Aug 24, 2020","1,559.96","1,568.73","1,554.10","1,568.47","1,568.47","3,728,690,000",^RUT
"Aug 21, 2020","1,563.37","1,563.37","1,545.36","1,552.48","1,552.48","3,705,420,000",^RUT
"Aug 20, 2020","1,567.77","1,570.38","1,554.46","1,564.30","1,564.30","3,642,850,000",^RUT
"Aug 19, 2020","1,570.44","1,585.16","1,569.98","1,572.07","1,572.07","3,884,480,000",^RUT
"Aug 18, 2020","1,585.54","1,585.54","1,566.51","1,569.77","1,569.77","3,881,310,000",^RUT
"Aug 17, 2020","1,579.48","1,586.52","1,575.84","1,585.47","1,585.47","3,671,290,000",^RUT
"Aug 14, 2020","1,575.78","1,583.48","1,567.88","1,577.88","1,577.88","3,193,400,000",^RUT
"Aug 13, 2020","1,580.26","1,590.09","1,575.96","1,579.79","1,579.79","3,648,810,000",^RUT
"Aug 12, 2020","1,577.90","1,595.12","1,574.25","1,583.25","1,583.25","3,768,560,000",^RUT
"Aug 11, 2020","1,587.57","1,603.60","1,570.70","1,575.10","1,575.10","5,087,650,000",^RUT
"Aug 10, 2020","1,573.75","1,593.83","1,573.75","1,584.67","1,584.67","4,318,570,000",^RUT
"Aug 07, 2020","1,542.52","1,569.26","1,539.52","1,569.18","1,569.18","4,104,860,000",^RUT
"Aug 06, 2020","1,546.44","1,550.47","1,537.46","1,544.62","1,544.62","4,267,490,000",^RUT
"Aug 05, 2020","1,521.79","1,546.40","1,521.79","1,546.24","1,546.24","4,732,220,000",^RUT
"Aug 04, 2020","1,506.53","1,517.22","1,501.58","1,517.21","1,517.21","4,621,670,000",^RUT
"Aug 03, 2020","1,485.49","1,507.93","1,483.37","1,506.80","1,506.80","4,643,640,000",^RUT
"Jul 31, 2020","1,495.15","1,495.15","1,457.62","1,480.43","1,480.43","5,117,260,000",^RUT
"Jul 30, 2020","1,499.20","1,499.20","1,475.16","1,495.10","1,495.10","4,254,010,000",^RUT
"Jul 29, 2020","1,471.37","1,501.86","1,471.37","1,500.63","1,500.63","4,676,300,000",^RUT
"Jul 28, 2020","1,484.37","1,485.34","1,469.55","1,469.76","1,469.76","4,027,890,000",^RUT
"Jul 27, 2020","1,468.23","1,484.66","1,464.48","1,484.65","1,484.65","3,963,910,000",^RUT
"Jul 24, 2020","1,488.67","1,488.67","1,466.10","1,467.55","1,467.55","3,894,900,000",^RUT
"Jul 23, 2020","1,489.33","1,507.24","1,477.23","1,490.20","1,490.20","4,290,460,000",^RUT
"Jul 22, 2020","1,486.43","1,493.56","1,478.88","1,490.14","1,490.14","4,255,190,000",^RUT
"Jul 21, 2020","1,472.13","1,496.73","1,472.13","1,487.51","1,487.51","4,547,960,000",^RUT
"Jul 20, 2020","1,471.67","1,474.37","1,461.30","1,467.95","1,467.95","3,971,200,000",^RUT
"Jul 17, 2020","1,467.87","1,482.40","1,464.71","1,473.32","1,473.32","3,993,830,000",^RUT
"Jul 16, 2020","1,473.78","1,473.78","1,460.08","1,467.56","1,467.56","3,961,230,000",^RUT
"Jul 15, 2020","1,432.50","1,485.05","1,432.50","1,478.27","1,478.27","4,669,760,000",^RUT
"Jul 14, 2020","1,403.13","1,428.40","1,393.90","1,428.26","1,428.26","4,476,170,000",^RUT
"Jul 13, 2020","1,427.36","1,452.32","1,403.06","1,403.57","1,403.57","4,890,780,000",^RUT
"Jul 10, 2020","1,398.92","1,422.71","1,395.65","1,422.68","1,422.68","4,515,340,000",^RUT
"Jul 09, 2020","1,427.44","1,427.83","1,384.10","1,398.92","1,398.92","4,829,020,000",^RUT
"Jul 08, 2020","1,416.36","1,431.83","1,402.18","1,427.40","1,427.40","4,927,700,000",^RUT
"Jul 07, 2020","1,441.30","1,441.30","1,414.24","1,416.00","1,416.00","4,563,700,000",^RUT
"Jul 06, 2020","1,435.95","1,461.28","1,435.95","1,442.88","1,442.88","4,736,450,000",^RUT
"Jul 02, 2020","1,433.39","1,459.41","1,428.55","1,431.86","1,431.86","4,190,830,000",^RUT
"Jul 01, 2020","1,443.29","1,451.46","1,423.65","1,427.31","1,427.31","4,443,130,000",^RUT
"Jun 30, 2020","1,418.55","1,444.12","1,413.18","1,441.37","1,441.37","4,696,280,000",^RUT
"Jun 29, 2020","1,383.04","1,427.09","1,381.04","1,421.21","1,421.21","4,462,770,000",^RUT
"Jun 26, 2020","1,411.37","1,411.37","1,375.59","1,378.78","1,378.78","8,098,120,000",^RUT
"Jun 25, 2020","1,388.41","1,413.71","1,375.37","1,413.31","1,413.31","4,815,420,000",^RUT
"Jun 24, 2020","1,437.20","1,437.20","1,374.40","1,389.74","1,389.74","5,587,200,000",^RUT
"Jun 23, 2020","1,436.46","1,454.12","1,436.46","1,439.34","1,439.34","4,704,830,000",^RUT
"Jun 22, 2020","1,417.67","1,433.53","1,400.98","1,433.53","1,433.53","4,665,380,000",^RUT
"Jun 19, 2020","1,430.65","1,443.80","1,409.47","1,418.63","1,418.63","8,327,780,000",^RUT
"Jun 18, 2020","1,424.72","1,439.74","1,412.27","1,427.33","1,427.33","4,429,030,000",^RUT
"Jun 17, 2020","1,453.33","1,456.76","1,424.59","1,426.53","1,426.53","4,549,390,000",^RUT
"Jun 16, 2020","1,432.35","1,473.75","1,427.84","1,452.26","1,452.26","5,829,240,000",^RUT
"Jun 15, 2020","1,381.41","1,425.84","1,343.60","1,419.61","1,419.61","5,740,660,000",^RUT
"Jun 12, 2020","1,366.96","1,412.91","1,349.39","1,387.68","1,387.68","5,832,250,000",^RUT
"Jun 11, 2020","1,458.34","1,458.34","1,355.32","1,356.22","1,356.22","7,018,890,000",^RUT
"Jun 10, 2020","1,506.94","1,506.94","1,465.94","1,467.39","1,467.39","6,570,840,000",^RUT
"Jun 09, 2020","1,533.03","1,533.03","1,496.69","1,507.05","1,507.05","6,382,620,000",^RUT
"Jun 08, 2020","1,510.59","1,537.62","1,510.59","1,536.89","1,536.89","8,437,380,000",^RUT
"Jun 05, 2020","1,460.18","1,525.56","1,460.18","1,507.15","1,507.15","8,617,590,000",^RUT
"Jun 04, 2020","1,450.16","1,460.09","1,439.11","1,452.06","1,452.06","6,428,130,000",^RUT
"Jun 03, 2020","1,425.37","1,463.55","1,425.37","1,452.09","1,452.09","5,989,560,000",^RUT
"Jun 02, 2020","1,409.16","1,421.12","1,403.69","1,418.21","1,418.21","5,187,230,000",^RUT
"Jun 01, 2020","1,396.29","1,419.94","1,395.51","1,405.37","1,405.37","4,673,410,000",^RUT
"May 29, 2020","1,399.05","1,399.05","1,372.71","1,394.04","1,394.04","7,275,080,000",^RUT
"May 28, 2020","1,437.84","1,450.37","1,396.95","1,400.67","1,400.67","5,402,670,000",^RUT
"May 27, 2020","1,398.50","1,438.96","1,382.03","1,436.36","1,436.36","6,371,230,000",^RUT
"May 26, 2020","1,361.16","1,406.77","1,361.16","1,393.07","1,393.07","5,837,060,000",^RUT
"May 22, 2020","1,349.40","1,355.77","1,338.13","1,355.53","1,355.53","3,952,800,000",^RUT
"May 21, 2020","1,345.72","1,354.65","1,333.99","1,347.56","1,347.56","4,966,940,000",^RUT
"May 20, 2020","1,322.78","1,353.38","1,322.78","1,346.93","1,346.93","4,992,970,000",^RUT
"May 19, 2020","1,330.27","1,339.12","1,307.27","1,307.72","1,307.72","4,969,330,000",^RUT
"May 18, 2020","1,290.90","1,338.35","1,290.90","1,333.69","1,333.69","6,364,290,000",^RUT
"May 15, 2020","1,236.25","1,259.28","1,225.55","1,256.99","1,256.99","5,477,040,000",^RUT
"May 14, 2020","1,226.66","1,237.56","1,181.09","1,237.55","1,237.55","5,641,920,000",^RUT
"May 13, 2020","1,272.90","1,272.90","1,212.75","1,233.25","1,233.25","6,143,130,000",^RUT
"May 12, 2020","1,322.67","1,326.89","1,275.54","1,275.54","1,275.54","5,107,710,000",^RUT
"May 11, 2020","1,320.37","1,333.85","1,303.53","1,321.24","1,321.24","4,807,320,000",^RUT
