Daily_cases;Date;Country
520;30.04.2020;CL
552;29.04.2020;CL
482;28.04.2020;CL
473;27.04.2020;CL
552;26.04.2020;CL
494;25.04.2020;CL
516;24.04.2020;CL
464;23.04.2020;CL
325;22.04.2020;CL
419;21.04.2020;CL
358;20.04.2020;CL
478;19.04.2020;CL
445;18.04.2020;CL
534;17.04.2020;CL
356;16.04.2020;CL
392;15.04.2020;CL
312;14.04.2020;CL
286;13.04.2020;CL
426;12.04.2020;CL
529;11.04.2020;CL
426;10.04.2020;CL
430;09.04.2020;CL
301;08.04.2020;CL
344;07.04.2020;CL
310;06.04.2020;CL
424;05.04.2020;CL
333;04.04.2020;CL
373;03.04.2020;CL
293;02.04.2020;CL
289;01.04.2020;CL
540;31.03.2020;CL
0;30.03.2020;CL
299;29.03.2020;CL
304;28.03.2020;CL
0;27.03.2020;CL
384;26.03.2020;CL
0;25.03.2020;CL
290;24.03.2020;CL
198;23.03.2020;CL
0;22.03.2020;CL
0;21.03.2020;CL
92;20.03.2020;CL
100;19.03.2020;CL
82;18.03.2020;CL
81;17.03.2020;CL
14;16.03.2020;CL
0;15.03.2020;CL
18;14.03.2020;CL
20;13.03.2020;CL
6;12.03.2020;CL
4;11.03.2020;CL
3;10.03.2020;CL
0;09.03.2020;CL
5;08.03.2020;CL
0;07.03.2020;CL
4;06.03.2020;CL
0;05.03.2020;CL
0;04.03.2020;CL
5;03.03.2020;CL
0;02.03.2020;CL
0;01.03.2020;CL
0;29.02.2020;CL
0;28.02.2020;CL
0;27.02.2020;CL
0;26.02.2020;CL
0;25.02.2020;CL
0;24.02.2020;CL
0;23.02.2020;CL
0;22.02.2020;CL
0;21.02.2020;CL
0;20.02.2020;CL
0;19.02.2020;CL
0;18.02.2020;CL
0;17.02.2020;CL
0;16.02.2020;CL
0;15.02.2020;CL
0;14.02.2020;CL
0;13.02.2020;CL
0;12.02.2020;CL
0;11.02.2020;CL
0;10.02.2020;CL
0;09.02.2020;CL
0;08.02.2020;CL
0;07.02.2020;CL
0;06.02.2020;CL
0;05.02.2020;CL
0;04.02.2020;CL
0;03.02.2020;CL
0;02.02.2020;CL
0;01.02.2020;CL
0;31.01.2020;CL
0;30.01.2020;CL
0;29.01.2020;CL
0;28.01.2020;CL
0;27.01.2020;CL
0;26.01.2020;CL
0;25.01.2020;CL
0;24.01.2020;CL
0;23.01.2020;CL
0;22.01.2020;CL
0;21.01.2020;CL
0;20.01.2020;CL
0;19.01.2020;CL
0;18.01.2020;CL
0;17.01.2020;CL
0;16.01.2020;CL
0;15.01.2020;CL
0;14.01.2020;CL
0;13.01.2020;CL
0;12.01.2020;CL
0;11.01.2020;CL
0;10.01.2020;CL
0;09.01.2020;CL
0;08.01.2020;CL
0;07.01.2020;CL
0;06.01.2020;CL
0;05.01.2020;CL
0;04.01.2020;CL
133;07.12.2020;CN
122;06.12.2020;CN
133;05.12.2020;CN
108;04.12.2020;CN
129;03.12.2020;CN
91;02.12.2020;CN
112;01.12.2020;CN
136;30.11.2020;CN
104;29.11.2020;CN
112;28.11.2020;CN
88;27.11.2020;CN
111;26.11.2020;CN
85;25.11.2020;CN
96;24.11.2020;CN
85;23.11.2020;CN
60;22.11.2020;CN
44;21.11.2020;CN
31;20.11.2020;CN
23;19.11.2020;CN
14;18.11.2020;CN
24;17.11.2020;CN
24;16.11.2020;CN
24;15.11.2020;CN
32;14.11.2020;CN
36;13.11.2020;CN
37;12.11.2020;CN
28;11.11.2020;CN
29;10.11.2020;CN
47;09.11.2020;CN
31;08.11.2020;CN
43;07.11.2020;CN
44;06.11.2020;CN
32;05.11.2020;CN
30;04.11.2020;CN
60;03.11.2020;CN
34;02.11.2020;CN
28;01.11.2020;CN
41;31.10.2020;CN
31;30.10.2020;CN
49;29.10.2020;CN
47;28.10.2020;CN
24;27.10.2020;CN
26;26.10.2020;CN
22;25.10.2020;CN
32;24.10.2020;CN
33;23.10.2020;CN
23;22.10.2020;CN
19;21.10.2020;CN
39;20.10.2020;CN
17;19.10.2020;CN
30;18.10.2020;CN
24;17.10.2020;CN
37;16.10.2020;CN
12;15.10.2020;CN
28;14.10.2020;CN
26;13.10.2020;CN
28;12.10.2020;CN
27;11.10.2020;CN
26;10.10.2020;CN
40;09.10.2020;CN
24;08.10.2020;CN
18;07.10.2020;CN
24;06.10.2020;CN
25;05.10.2020;CN
20;04.10.2020;CN
19;03.10.2020;CN
21;02.10.2020;CN
20;01.10.2020;CN
23;30.09.2020;CN
25;29.09.2020;CN
27;28.09.2020;CN
15;27.09.2020;CN
18;26.09.2020;CN
15;25.09.2020;CN
10;24.09.2020;CN
18;23.09.2020;CN
14;22.09.2020;CN
36;21.09.2020;CN
26;20.09.2020;CN
17;19.09.2020;CN
44;18.09.2020;CN
19;17.09.2020;CN
16;16.09.2020;CN
23;15.09.2020;CN
29;14.09.2020;CN
23;13.09.2020;CN
20;12.09.2020;CN
28;11.09.2020;CN
13;10.09.2020;CN
9;09.09.2020;CN
22;08.09.2020;CN
34;07.09.2020;CN
19;06.09.2020;CN
23;05.09.2020;CN
33;04.09.2020;CN
20;03.09.2020;CN
20;02.09.2020;CN
19;01.09.2020;CN
32;31.08.2020;CN
28;30.08.2020;CN
22;29.08.2020;CN
30;28.08.2020;CN
32;27.08.2020;CN
34;26.08.2020;CN
23;25.08.2020;CN
41;24.08.2020;CN
38;23.08.2020;CN
50;22.08.2020;CN
40;21.08.2020;CN
33;20.08.2020;CN
54;19.08.2020;CN
67;18.08.2020;CN
98;17.08.2020;CN
66;16.08.2020;CN
70;15.08.2020;CN
99;14.08.2020;CN
82;13.08.2020;CN
61;12.08.2020;CN
113;11.08.2020;CN
121;10.08.2020;CN
92;09.08.2020;CN
120;08.08.2020;CN
133;07.08.2020;CN
122;06.08.2020;CN
109;05.08.2020;CN
114;04.08.2020;CN
157;03.08.2020;CN
180;02.08.2020;CN
166;01.08.2020;CN
276;31.07.2020;CN
223;30.07.2020;CN
212;29.07.2020;CN
217;28.07.2020;CN
189;27.07.2020;CN
179;26.07.2020;CN
160;25.07.2020;CN
139;24.07.2020;CN
135;23.07.2020;CN
74;22.07.2020;CN
84;21.07.2020;CN
131;20.07.2020;CN
80;19.07.2020;CN
82;18.07.2020;CN
78;17.07.2020;CN
20;16.07.2020;CN
54;15.07.2020;CN
55;14.07.2020;CN
46;13.07.2020;CN
35;12.07.2020;CN
42;11.07.2020;CN
46;10.07.2020;CN
33;09.07.2020;CN
21;08.07.2020;CN
25;07.07.2020;CN
14;06.07.2020;CN
19;05.07.2020;CN
9;04.07.2020;CN
15;03.07.2020;CN
31;02.07.2020;CN
5;01.07.2020;CN
23;30.06.2020;CN
14;29.06.2020;CN
18;28.06.2020;CN
24;27.06.2020;CN
29;26.06.2020;CN
21;25.06.2020;CN
28;24.06.2020;CN
52;23.06.2020;CN
21;22.06.2020;CN
27;21.06.2020;CN
30;20.06.2020;CN
37;19.06.2020;CN
36;18.06.2020;CN
44;17.06.2020;CN
45;16.06.2020;CN
49;15.06.2020;CN
58;14.06.2020;CN
12;13.06.2020;CN
7;12.06.2020;CN
11;11.06.2020;CN
3;10.06.2020;CN
4;09.06.2020;CN
5;08.06.2020;CN
9;07.06.2020;CN
6;06.06.2020;CN
11;05.06.2020;CN
1;04.06.2020;CN
5;03.06.2020;CN
9;02.06.2020;CN
18;01.06.2020;CN
5;31.05.2020;CN
18;30.05.2020;CN
0;29.05.2020;CN
3;28.05.2020;CN
1;27.05.2020;CN
7;26.05.2020;CN
11;25.05.2020;CN
3;24.05.2020;CN
2;23.05.2020;CN
13;22.05.2020;CN
2;21.05.2020;CN
5;20.05.2020;CN
6;19.05.2020;CN
10;18.05.2020;CN
6;17.05.2020;CN
9;16.05.2020;CN
5;15.05.2020;CN
6;14.05.2020;CN
7;13.05.2020;CN
1;12.05.2020;CN
20;11.05.2020;CN
14;10.05.2020;CN
1;09.05.2020;CN
6;08.05.2020;CN
3;07.05.2020;CN
2;06.05.2020;CN
3;05.05.2020;CN
8;04.05.2020;CN
2;03.05.2020;CN
6;02.05.2020;CN
12;01.05.2020;CN
4;30.04.2020;CN
22;29.04.2020;CN
6;28.04.2020;CN
3;27.04.2020;CN
14;26.04.2020;CN
12;25.04.2020;CN
9;24.04.2020;CN
15;23.04.2020;CN
35;22.04.2020;CN
14;21.04.2020;CN
16;20.04.2020;CN
43;19.04.2020;CN
31;18.04.2020;CN
352;17.04.2020;CN
50;16.04.2020;CN
51;15.04.2020;CN
99;14.04.2020;CN
112;13.04.2020;CN
102;12.04.2020;CN
78;11.04.2020;CN
56;10.04.2020;CN
88;09.04.2020;CN
90;08.04.2020;CN
66;07.04.2020;CN
75;06.04.2020;CN
55;05.04.2020;CN
73;04.04.2020;CN
78;03.04.2020;CN
86;02.04.2020;CN
93;01.04.2020;CN
90;31.03.2020;CN
114;30.03.2020;CN
128;29.03.2020;CN
120;28.03.2020;CN
132;27.03.2020;CN
92;26.03.2020;CN
102;25.03.2020;CN
164;24.03.2020;CN
104;23.03.2020;CN
1;22.03.2020;CN
82;21.03.2020;CN
139;20.03.2020;CN
99;19.03.2020;CN
58;18.03.2020;CN
39;17.03.2020;CN
29;16.03.2020;CN
27;15.03.2020;CN
30;14.03.2020;CN
10;13.03.2020;CN
26;12.03.2020;CN
31;11.03.2020;CN
20;10.03.2020;CN
45;09.03.2020;CN
46;08.03.2020;CN
102;07.03.2020;CN
146;06.03.2020;CN
143;05.03.2020;CN
120;04.03.2020;CN
128;03.03.2020;CN
206;02.03.2020;CN
579;01.03.2020;CN
430;29.02.2020;CN
329;28.02.2020;CN
440;27.02.2020;CN
411;26.02.2020;CN
517;25.02.2020;CN
221;24.02.2020;CN
649;23.02.2020;CN
825;22.02.2020;CN
892;21.02.2020;CN
396;20.02.2020;CN
1,751;19.02.2020;CN
1,893;18.02.2020;CN
2,051;17.02.2020;CN
2,008;16.02.2020;CN
2,644;15.02.2020;CN
4,050;14.02.2020;CN
15,152;13.02.2020;CN
2,022;12.02.2020;CN
2,472;11.02.2020;CN
2,985;10.02.2020;CN
2,653;09.02.2020;CN
3,387;08.02.2020;CN
3,151;07.02.2020;CN
3,697;06.02.2020;CN
3,892;05.02.2020;CN
3,233;04.02.2020;CN
2,827;03.02.2020;CN
2,590;02.02.2020;CN
2,101;01.02.2020;CN
1,984;31.01.2020;CN
1,741;30.01.2020;CN
1,462;29.01.2020;CN
1,772;28.01.2020;CN
776;27.01.2020;CN
688;26.01.2020;CN
462;25.01.2020;CN
261;24.01.2020;CN
131;23.01.2020;CN
152;22.01.2020;CN
93;21.01.2020;CN
77;20.01.2020;CN
59;19.01.2020;CN
17;18.01.2020;CN
4;17.01.2020;CN
0;16.01.2020;CN
0;15.01.2020;CN
0;14.01.2020;CN
0;13.01.2020;CN
0;12.01.2020;CN
41;11.01.2020;CN
0;10.01.2020;CN
0;09.01.2020;CN
0;08.01.2020;CN
0;07.01.2020;CN
3;06.01.2020;CN
0;05.01.2020;CN
1;04.01.2020;CN
418;07.12.2020;EG
431;06.12.2020;EG
427;05.12.2020;EG
432;04.12.2020;EG
421;03.12.2020;EG
392;02.12.2020;EG
370;01.12.2020;EG
358;30.11.2020;EG
351;29.11.2020;EG
357;28.11.2020;EG
368;27.11.2020;EG
365;26.11.2020;EG
361;25.11.2020;EG
354;24.11.2020;EG
351;23.11.2020;EG
358;22.11.2020;EG
363;21.11.2020;EG
342;20.11.2020;EG
329;19.11.2020;EG
275;18.11.2020;EG
242;17.11.2020;EG
220;16.11.2020;EG
228;15.11.2020;EG
224;14.11.2020;EG
214;13.11.2020;EG
227;12.11.2020;EG
232;11.11.2020;EG
221;10.11.2020;EG
239;09.11.2020;EG
208;08.11.2020;EG
224;07.11.2020;EG
201;06.11.2020;EG
207;05.11.2020;EG
197;04.11.2020;EG
189;03.11.2020;EG
181;02.11.2020;EG
170;01.11.2020;EG
176;31.10.2020;EG
179;30.10.2020;EG
153;29.10.2020;EG
170;28.10.2020;EG
167;27.10.2020;EG
143;26.10.2020;EG
167;25.10.2020;EG
170;24.10.2020;EG
177;23.10.2020;EG
178;22.10.2020;EG
158;21.10.2020;EG
123;20.10.2020;EG
127;19.10.2020;EG
138;18.10.2020;EG
126;17.10.2020;EG
118;16.10.2020;EG
128;15.10.2020;EG
139;14.10.2020;EG
132;13.10.2020;EG
129;12.10.2020;EG
125;11.10.2020;EG
106;10.10.2020;EG
121;09.10.2020;EG
133;08.10.2020;EG
121;07.10.2020;EG
98;06.10.2020;EG
108;05.10.2020;EG
109;04.10.2020;EG
149;03.10.2020;EG
119;02.10.2020;EG
119;01.10.2020;EG
124;30.09.2020;EG
115;29.09.2020;EG
104;28.09.2020;EG
111;27.09.2020;EG
112;26.09.2020;EG
138;25.09.2020;EG
121;24.09.2020;EG
113;23.09.2020;EG
126;22.09.2020;EG
115;21.09.2020;EG
128;20.09.2020;EG
131;19.09.2020;EG
141;18.09.2020;EG
160;17.09.2020;EG
163;16.09.2020;EG
168;15.09.2020;EG
153;14.09.2020;EG
148;13.09.2020;EG
151;12.09.2020;EG
154;11.09.2020;EG
175;10.09.2020;EG
187;09.09.2020;EG
178;08.09.2020;EG
151;07.09.2020;EG
130;06.09.2020;EG
157;05.09.2020;EG
145;04.09.2020;EG
165;03.09.2020;EG
176;02.09.2020;EG
212;01.09.2020;EG
230;31.08.2020;EG
212;30.08.2020;EG
223;29.08.2020;EG
237;28.08.2020;EG
206;27.08.2020;EG
141;26.08.2020;EG
138;25.08.2020;EG
103;24.08.2020;EG
89;23.08.2020;EG
123;22.08.2020;EG
111;21.08.2020;EG
161;20.08.2020;EG
163;19.08.2020;EG
115;18.08.2020;EG
139;17.08.2020;EG
116;16.08.2020;EG
112;15.08.2020;EG
145;14.08.2020;EG
129;13.08.2020;EG
168;12.08.2020;EG
174;11.08.2020;EG
178;10.08.2020;EG
167;09.08.2020;EG
141;08.08.2020;EG
131;07.08.2020;EG
123;06.08.2020;EG
112;05.08.2020;EG
157;04.08.2020;EG
167;03.08.2020;EG
238;02.08.2020;EG
321;01.08.2020;EG
401;31.07.2020;EG
409;30.07.2020;EG
465;29.07.2020;EG
420;28.07.2020;EG
479;27.07.2020;EG
511;26.07.2020;EG
659;25.07.2020;EG
668;24.07.2020;EG
667;23.07.2020;EG
676;22.07.2020;EG
627;21.07.2020;EG
603;20.07.2020;EG
698;19.07.2020;EG
703;18.07.2020;EG
928;17.07.2020;EG
913;16.07.2020;EG
929;15.07.2020;EG
931;14.07.2020;EG
912;13.07.2020;EG
923;12.07.2020;EG
981;11.07.2020;EG
950;10.07.2020;EG
1,025;09.07.2020;EG
1,057;08.07.2020;EG
969;07.07.2020;EG
1,218;06.07.2020;EG
1,324;05.07.2020;EG
1,412;04.07.2020;EG
1,485;03.07.2020;EG
1,503;02.07.2020;EG
1,557;01.07.2020;EG
1,566;30.06.2020;EG
1,265;29.06.2020;EG
1,168;28.06.2020;EG
1,625;27.06.2020;EG
1,569;26.06.2020;EG
1,420;25.06.2020;EG
1,332;24.06.2020;EG
1,576;23.06.2020;EG
1,475;22.06.2020;EG
1,547;21.06.2020;EG
1,774;20.06.2020;EG
1,218;19.06.2020;EG
1,363;18.06.2020;EG
1,567;17.06.2020;EG
1,691;16.06.2020;EG
1,618;15.06.2020;EG
1,677;14.06.2020;EG
1,577;13.06.2020;EG
1,442;12.06.2020;EG
1,455;11.06.2020;EG
1,385;10.06.2020;EG
1,365;09.06.2020;EG
1,467;08.06.2020;EG
1,497;07.06.2020;EG
1,348;06.06.2020;EG
1,152;05.06.2020;EG
1,079;04.06.2020;EG
1,152;03.06.2020;EG
1,399;02.06.2020;EG
1,536;01.06.2020;EG
1,367;31.05.2020;EG
1,289;30.05.2020;EG
1,127;29.05.2020;EG
910;28.05.2020;EG
789;27.05.2020;EG
702;26.05.2020;EG
752;25.05.2020;EG
727;24.05.2020;EG
783;23.05.2020;EG
774;22.05.2020;EG
0;21.05.2020;EG
1,465;20.05.2020;EG
535;19.05.2020;EG
510;18.05.2020;EG
491;17.05.2020;EG
399;16.05.2020;EG
0;15.05.2020;EG
398;14.05.2020;EG
685;13.05.2020;EG
0;12.05.2020;EG
346;11.05.2020;EG
924;10.05.2020;EG
495;09.05.2020;EG
393;08.05.2020;EG
0;07.05.2020;EG
387;06.05.2020;EG
736;05.05.2020;EG
272;04.05.2020;EG
298;03.05.2020;EG
0;02.05.2020;EG
358;01.05.2020;EG
269;30.04.2020;EG
226;29.04.2020;EG
260;28.04.2020;EG
463;27.04.2020;EG
227;26.04.2020;EG
0;25.04.2020;EG
433;24.04.2020;EG
169;23.04.2020;EG
157;22.04.2020;EG
189;21.04.2020;EG
112;20.04.2020;EG
188;19.04.2020;EG
171;18.04.2020;EG
168;17.04.2020;EG
155;16.04.2020;EG
160;15.04.2020;EG
125;14.04.2020;EG
126;13.04.2020;EG
145;12.04.2020;EG
95;11.04.2020;EG
139;10.04.2020;EG
110;09.04.2020;EG
128;08.04.2020;EG
149;07.04.2020;EG
103;06.04.2020;EG
85;05.04.2020;EG
120;04.04.2020;EG
86;03.04.2020;EG
69;02.04.2020;EG
54;01.04.2020;EG
47;31.03.2020;EG
33;30.03.2020;EG
40;29.03.2020;EG
41;28.03.2020;EG
39;27.03.2020;EG
14;26.03.2020;EG
76;25.03.2020;EG
39;24.03.2020;EG
33;23.03.2020;EG
9;22.03.2020;EG
29;21.03.2020;EG
42;20.03.2020;EG
14;19.03.2020;EG
30;18.03.2020;EG
40;17.03.2020;EG
16;16.03.2020;EG
17;15.03.2020;EG
26;14.03.2020;EG
0;13.03.2020;EG
0;12.03.2020;EG
8;11.03.2020;EG
0;10.03.2020;EG
10;09.03.2020;EG
1;08.03.2020;EG
45;07.03.2020;EG
0;06.03.2020;EG
1;05.03.2020;EG
0;04.03.2020;EG
0;03.03.2020;EG
1;02.03.2020;EG
0;01.03.2020;EG
0;29.02.2020;EG
0;28.02.2020;EG
0;27.02.2020;EG
0;26.02.2020;EG
0;25.02.2020;EG
0;24.02.2020;EG
0;23.02.2020;EG
0;22.02.2020;EG
0;21.02.2020;EG
0;20.02.2020;EG
0;19.02.2020;EG
0;18.02.2020;EG
0;17.02.2020;EG
0;16.02.2020;EG
0;15.02.2020;EG
5;14.02.2020;EG
0;13.02.2020;EG
0;12.02.2020;EG
0;11.02.2020;EG
0;10.02.2020;EG
0;09.02.2020;EG
0;08.02.2020;EG
0;07.02.2020;EG
0;06.02.2020;EG
0;05.02.2020;EG
0;04.02.2020;EG
0;03.02.2020;EG
0;02.02.2020;EG
0;01.02.2020;EG
0;31.01.2020;EG
0;30.01.2020;EG
0;29.01.2020;EG
0;28.01.2020;EG
0;27.01.2020;EG
0;26.01.2020;EG
0;25.01.2020;EG
0;24.01.2020;EG
0;23.01.2020;EG
0;22.01.2020;EG
0;21.01.2020;EG
0;20.01.2020;EG
0;19.01.2020;EG
0;18.01.2020;EG
0;17.01.2020;EG
0;16.01.2020;EG
0;15.01.2020;EG
0;14.01.2020;EG
0;13.01.2020;EG
0;12.01.2020;EG
0;11.01.2020;EG
0;10.01.2020;EG
0;09.01.2020;EG
0;08.01.2020;EG
0;07.01.2020;EG
0;06.01.2020;EG
0;05.01.2020;EG
0;04.01.2020;EG
12,850;06.12.2020;FR
11,107;05.12.2020;FR
12,661;04.12.2020;FR
13,938;03.12.2020;FR
7,999;02.12.2020;FR
3,794;01.12.2020;FR
9,670;30.11.2020;FR
12,479;29.11.2020;FR
12,415;28.11.2020;FR
13,541;27.11.2020;FR
15,598;26.11.2020;FR
9,118;25.11.2020;FR
4,150;24.11.2020;FR
13,157;23.11.2020;FR
17,854;22.11.2020;FR
22,642;21.11.2020;FR
21,130;20.11.2020;FR
27,667;19.11.2020;FR
45,498;18.11.2020;FR
9,094;17.11.2020;FR
27,123;16.11.2020;FR
32,059;15.11.2020;FR
23,620;14.11.2020;FR
32,978;13.11.2020;FR
34,971;12.11.2020;FR
22,166;11.11.2020;FR
19,571;10.11.2020;FR
38,619;09.11.2020;FR
86,794;08.11.2020;FR
60,235;07.11.2020;FR
58,017;06.11.2020;FR
39,807;05.11.2020;FR
36,254;04.11.2020;FR
52,156;03.11.2020;FR
49,290;02.11.2020;FR
32,530;01.11.2020;FR
48,573;31.10.2020;FR
47,637;30.10.2020;FR
35,367;29.10.2020;FR
33,405;28.10.2020;FR
26,344;27.10.2020;FR
52,010;26.10.2020;FR
45,388;25.10.2020;FR
41,825;24.10.2020;FR
41,536;23.10.2020;FR
25,847;22.10.2020;FR
20,424;21.10.2020;FR
12,944;20.10.2020;FR
29,833;19.10.2020;FR
32,427;18.10.2020;FR
24,724;17.10.2020;FR
30,553;16.10.2020;FR
21,696;15.10.2020;FR
12,981;14.10.2020;FR
8,295;13.10.2020;FR
16,101;12.10.2020;FR
26,675;11.10.2020;FR
20,120;10.10.2020;FR
18,104;09.10.2020;FR
17,932;08.10.2020;FR
10,476;07.10.2020;FR
4,813;06.10.2020;FR
12,545;05.10.2020;FR
16,911;04.10.2020;FR
11,543;03.10.2020;FR
13,959;02.10.2020;FR
11,889;01.10.2020;FR
7,779;30.09.2020;FR
3,841;29.09.2020;FR
11,123;28.09.2020;FR
13,886;27.09.2020;FR
15,572;26.09.2020;FR
16,068;25.09.2020;FR
12,730;24.09.2020;FR
8,921;23.09.2020;FR
4,057;22.09.2020;FR
11,569;21.09.2020;FR
13,465;20.09.2020;FR
13,084;19.09.2020;FR
10,468;18.09.2020;FR
9,138;17.09.2020;FR
7,720;16.09.2020;FR
5,893;15.09.2020;FR
7,101;14.09.2020;FR
9,641;13.09.2020;FR
9,260;12.09.2020;FR
9,685;11.09.2020;FR
8,294;10.09.2020;FR
5,519;09.09.2020;FR
4,115;08.09.2020;FR
6,961;07.09.2020;FR
8,386;06.09.2020;FR
8,860;05.09.2020;FR
6,799;04.09.2020;FR
6,748;03.09.2020;FR
4,765;02.09.2020;FR
2,998;01.09.2020;FR
5,126;31.08.2020;FR
5,313;30.08.2020;FR
7,262;29.08.2020;FR
5,963;28.08.2020;FR
4,998;27.08.2020;FR
3,227;26.08.2020;FR
1,842;25.08.2020;FR
4,805;24.08.2020;FR
3,110;23.08.2020;FR
4,396;22.08.2020;FR
4,688;21.08.2020;FR
3,680;20.08.2020;FR
2,165;19.08.2020;FR
315;18.08.2020;FR
2,947;17.08.2020;FR
3,242;16.08.2020;FR
2,667;15.08.2020;FR
2,515;14.08.2020;FR
2,429;13.08.2020;FR
1,293;12.08.2020;FR
4,619;11.08.2020;FR
0;10.08.2020;FR
0;09.08.2020;FR
2,181;08.08.2020;FR
1,520;07.08.2020;FR
1,615;06.08.2020;FR
965;05.08.2020;FR
3,152;04.08.2020;FR
0;03.08.2020;FR
0;02.08.2020;FR
1,272;01.08.2020;FR
1,239;31.07.2020;FR
1,261;30.07.2020;FR
672;29.07.2020;FR
2,254;28.07.2020;FR
0;27.07.2020;FR
0;26.07.2020;FR
931;25.07.2020;FR
835;24.07.2020;FR
945;23.07.2020;FR
454;22.07.2020;FR
1,810;21.07.2020;FR
0;20.07.2020;FR
0;19.07.2020;FR
697;18.07.2020;FR
393;17.07.2020;FR
767;16.07.2020;FR
0;15.07.2020;FR
1,115;14.07.2020;FR
0;13.07.2020;FR
0;12.07.2020;FR
492;11.07.2020;FR
504;10.07.2020;FR
370;09.07.2020;FR
341;08.07.2020;FR
834;07.07.2020;FR
0;06.07.2020;FR
0;05.07.2020;FR
448;04.07.2020;FR
480;03.07.2020;FR
612;02.07.2020;FR
307;01.07.2020;FR
731;30.06.2020;FR
0;29.06.2020;FR
0;28.06.2020;FR
900;27.06.2020;FR
0;26.06.2020;FR
0;25.06.2020;FR
364;24.06.2020;FR
325;23.06.2020;FR
5;22.06.2020;FR
421;21.06.2020;FR
584;20.06.2020;FR
201;19.06.2020;FR
311;18.06.2020;FR
226;17.06.2020;FR
52;16.06.2020;FR
307;15.06.2020;FR
393;14.06.2020;FR
564;13.06.2020;FR
338;12.06.2020;FR
417;11.06.2020;FR
335;10.06.2020;FR
98;09.06.2020;FR
293;08.06.2020;FR
527;07.06.2020;FR
554;06.06.2020;FR
678;05.06.2020;FR
328;04.06.2020;FR
-840;03.06.2020;FR
251;02.06.2020;FR
88;01.06.2020;FR
1,779;31.05.2020;FR
535;30.05.2020;FR
3,270;29.05.2020;FR
148;28.05.2020;FR
222;27.05.2020;FR
278;26.05.2020;FR
31;25.05.2020;FR
224;24.05.2020;FR
359;23.05.2020;FR
278;22.05.2020;FR
353;21.05.2020;FR
462;20.05.2020;FR
461;19.05.2020;FR
28;18.05.2020;FR
362;17.05.2020;FR
494;16.05.2020;FR
543;15.05.2020;FR
448;14.05.2020;FR
670;13.05.2020;FR
418;12.05.2020;FR
65;11.05.2020;FR
430;10.05.2020;FR
598;09.05.2020;FR
512;08.05.2020;FR
4,176;07.05.2020;FR
1,050;06.05.2020;FR
534;05.05.2020;FR
250;04.05.2020;FR
736;03.05.2020;FR
601;02.05.2020;FR
1,055;01.05.2020;FR
1,601;30.04.2020;FR
1,025;29.04.2020;FR
1,160;28.04.2020;FR
404;27.04.2020;FR
1,537;26.04.2020;FR
1,755;25.04.2020;FR
1,623;24.04.2020;FR
1,810;23.04.2020;FR
2,638;22.04.2020;FR
2,050;21.04.2020;FR
742;20.04.2020;FR
2,558;19.04.2020;FR
385;18.04.2020;FR
2,623;17.04.2020;FR
2,621;16.04.2020;FR
5,483;15.04.2020;FR
2,669;14.04.2020;FR
1,595;13.04.2020;FR
3,104;12.04.2020;FR
4,333;11.04.2020;FR
4,256;10.04.2020;FR
3,869;09.04.2020;FR
3,737;08.04.2020;FR
3,881;07.04.2020;FR
1,850;06.04.2020;FR
4,221;05.04.2020;FR
5,209;04.04.2020;FR
2,066;03.04.2020;FR
4,784;02.04.2020;FR
7,500;01.04.2020;FR
4,341;31.03.2020;FR
2,491;30.03.2020;FR
4,611;29.03.2020;FR
3,748;28.03.2020;FR
3,866;27.03.2020;FR
2,895;26.03.2020;FR
2,428;25.03.2020;FR
3,776;24.03.2020;FR
1,529;23.03.2020;FR
1,847;22.03.2020;FR
1,595;21.03.2020;FR
1,846;20.03.2020;FR
1,387;19.03.2020;FR
1,060;18.03.2020;FR
1,198;17.03.2020;FR
923;16.03.2020;FR
825;15.03.2020;FR
763;14.03.2020;FR
586;13.03.2020;FR
497;12.03.2020;FR
371;11.03.2020;FR
286;10.03.2020;FR
410;09.03.2020;FR
103;08.03.2020;FR
179;07.03.2020;FR
138;06.03.2020;FR
73;05.03.2020;FR
34;04.03.2020;FR
48;03.03.2020;FR
23;02.03.2020;FR
43;01.03.2020;FR
19;29.02.2020;FR
21;28.02.2020;FR
3;27.02.2020;FR
2;26.02.2020;FR
0;25.02.2020;FR
0;24.02.2020;FR
0;23.02.2020;FR
0;22.02.2020;FR
0;21.02.2020;FR
0;20.02.2020;FR
0;19.02.2020;FR
0;18.02.2020;FR
1;17.02.2020;FR
0;16.02.2020;FR
0;15.02.2020;FR
0;14.02.2020;FR
0;13.02.2020;FR
0;12.02.2020;FR
0;11.02.2020;FR
0;10.02.2020;FR
0;09.02.2020;FR
5;08.02.2020;FR
0;07.02.2020;FR
0;06.02.2020;FR
0;05.02.2020;FR
0;04.02.2020;FR
0;03.02.2020;FR
0;02.02.2020;FR
0;01.02.2020;FR
1;31.01.2020;FR
1;30.01.2020;FR
1;29.01.2020;FR
0;28.01.2020;FR
0;27.01.2020;FR
0;26.01.2020;FR
0;25.01.2020;FR
3;24.01.2020;FR
0;23.01.2020;FR
0;22.01.2020;FR
0;21.01.2020;FR
0;20.01.2020;FR
0;19.01.2020;FR
0;18.01.2020;FR
0;17.01.2020;FR
0;16.01.2020;FR
0;15.01.2020;FR
0;14.01.2020;FR
0;13.01.2020;FR
